Book_Title,Book_Rating,Sentiment_Understandability,How would you rate the conceptual clarity of the book?_score,How engaging and interactive were the examples and exercises?_score,"How helpful were the visuals, diagrams, and illustrations?_score","Overall, how satisfied are you with this textbook?_score",Would you recommend this book to other students?_score,Sentiment_Value_For_Money,Was the book affordable given your financial situation?_score,Sentiment_Exam_Utility,How likely are you to use this book again in future courses?_score,Sentiment_Avg_Rating
EBK DEATH AND LIFE OF THE GREAT AME,3.5166666666666666,3.2222222222222223,3.3333333333333335,4.111111111111111,3.7777777777777777,3.6666666666666665,3.8333333333333335,3.4444444444444446,2.9444444444444446,3.388888888888889,3.4444444444444446,3.52
EBK DEATH OF A SALESMAN,3.475,3.375,3.625,4.125,4.5,4.25,2.625,2.625,2.0,4.25,3.375,3.475
EBK DEATH OF IVAN ILYICH,3.372727272727273,2.909090909090909,3.4545454545454546,3.6363636363636362,4.363636363636363,3.0,3.727272727272727,3.272727272727273,2.272727272727273,3.8181818181818183,3.272727272727273,3.3763636363636365
EBK DEATH PENALTY CASES,3.4272727272727277,3.0,3.8181818181818183,4.090909090909091,4.181818181818182,3.8181818181818183,3.4545454545454546,2.0,2.6363636363636362,3.8181818181818183,3.4545454545454546,3.428181818181818
"EBK DEATH,DYING,+BEREAVEMENT IN...",3.375,4.0,3.0,3.75,4.0,3.75,3.75,2.5,3.25,3.25,2.5,3.375
EBK DEATHQUEST,3.4176991150442477,3.2389380530973453,3.3451327433628317,4.017699115044247,4.008849557522124,3.7964601769911503,3.415929203539823,2.734513274336283,2.690265486725664,3.3893805309734515,3.5398230088495577,3.416725663716814
EBK DEBATING AMER.CONSERVATIVE MOVEMENT,3.1,3.0,4.0,2.0,5.0,2.0,4.0,1.0,1.0,4.0,5.0,3.1
EBK DEBATING AMERICAN CONSERVATIVE MOVE,2.9,4.0,1.0,2.0,5.0,4.0,4.0,2.0,1.0,3.0,3.0,2.9
EBK DEBTOR NATION,3.233333333333333,3.0,4.0,3.3333333333333335,4.0,3.6666666666666665,3.6666666666666665,2.0,2.0,3.6666666666666665,3.0,3.23
EBK DECEIT+DENIAL-W/NEW EPILOGUE,3.1333333333333333,3.6666666666666665,3.3333333333333335,4.0,4.333333333333333,3.0,3.0,2.6666666666666665,1.3333333333333333,2.3333333333333335,3.6666666666666665,3.1300000000000003
EBK DECISION ANALYSIS F/MGMT.JUDGEMENT,3.3898876404494382,2.943820224719101,3.460674157303371,4.269662921348314,4.202247191011236,3.831460674157303,3.404494382022472,2.2134831460674156,2.7865168539325844,3.4269662921348316,3.359550561797753,3.3900000000000006
EBK DECISION ANALYSIS F/MGMT.JUDGMENT(P,3.436322869955157,2.9596412556053813,3.390134529147982,4.130044843049327,3.9820627802690582,3.690582959641256,3.57847533632287,2.7533632286995515,3.004484304932735,3.318385650224215,3.5560538116591927,3.435560538116592
EBK DECISION CASES F/ADVANCED SOCIAL WO,3.441528239202658,3.1528239202657806,3.4385382059800667,4.026578073089701,4.059800664451827,3.9368770764119603,3.574750830564784,2.345514950166113,2.830564784053156,3.5415282392026577,3.5083056478405314,3.440598006644518
EBK DECISION CASES F/ADVANCED SOCIAL...,3.480357142857143,3.267857142857143,3.267857142857143,4.214285714285714,4.125,4.017857142857143,3.5714285714285716,2.392857142857143,2.9285714285714284,3.5357142857142856,3.482142857142857,3.48
EBK DECISION MAKING ESSENTIALS,3.4058823529411764,3.1176470588235294,3.0588235294117645,3.5294117647058822,4.235294117647059,3.411764705882353,3.4705882352941178,2.4705882352941178,2.9411764705882355,4.117647058823529,3.7058823529411766,3.4047058823529412
EBK DECLARATION OF INDEP.+U.S.CONSTITUT,3.6,5.0,4.0,5.0,5.0,4.0,2.0,5.0,1.0,3.0,2.0,3.6
EBK DECLARATION OF INDEPENDENCE,3.6090909090909093,3.3636363636363638,3.272727272727273,4.0,4.2727272727272725,3.6363636363636362,3.8181818181818183,2.4545454545454546,3.5454545454545454,4.363636363636363,3.3636363636363638,3.61
EBK DECLARING RIGHTS:BRIEF HISTORY W/..,3.3333333333333335,3.3333333333333335,2.3333333333333335,4.0,4.0,4.333333333333333,3.0,3.3333333333333335,2.6666666666666665,2.6666666666666665,3.6666666666666665,3.33
EBK DECLARING RIGHTS:BRIEF HISTORY W/DO,3.6,3.4,4.6,4.2,3.6,3.8,3.2,2.2,3.4,3.8,3.8,3.6
EBK DECOLONIZATION:SHORT HISTORY,3.2,3.0,2.0,4.0,2.0,5.0,4.0,1.0,4.0,4.0,3.0,3.2
EBK DECOLONIZING MULTICULTURAL COUNSELI,3.6999999999999997,2.5,3.0,4.5,4.5,4.5,4.5,2.5,3.5,4.0,3.5,3.7
EBK DECOLONIZING MUSEUMS,4.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,4.0
EBK DEEP CHANGE:DISCOVERING LEADER...,3.0833333333333335,2.1666666666666665,3.6666666666666665,3.6666666666666665,3.5,2.8333333333333335,3.1666666666666665,1.5,2.8333333333333335,3.6666666666666665,3.8333333333333335,3.08
EBK DEEP LEARNING,3.536363636363636,3.0,3.6363636363636362,4.545454545454546,4.0,4.363636363636363,3.4545454545454546,2.6363636363636362,2.727272727272727,3.8181818181818183,3.1818181818181817,3.536363636363637
EBK DEEP LEARNING W/PYTHON,3.2275862068965515,2.793103448275862,3.0689655172413794,4.0344827586206895,4.103448275862069,3.413793103448276,3.0689655172413794,2.103448275862069,2.586206896551724,3.7241379310344827,3.3793103448275863,3.2317241379310344
EBK DEEPEST HUMAN LIFE,2.9,3.5,3.5,3.0,2.5,4.0,3.0,2.0,2.0,2.0,3.5,2.9
EBK DEEPEST WELL,3.6222222222222222,3.0,4.111111111111111,4.333333333333333,4.444444444444445,4.555555555555555,3.888888888888889,2.4444444444444446,2.4444444444444446,3.4444444444444446,3.5555555555555554,3.6199999999999997
EBK DEFI+FUTURE OF FINANCE,4.1,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.1
EBK DEFIANT TEENS,3.15,2.0,3.5,3.5,4.0,4.0,4.0,2.0,1.0,3.5,4.0,3.15
"EBK DEFICITS,DEBT+NEW POLITICS OF TAX..",3.4521739130434783,2.869565217391304,3.260869565217391,4.130434782608695,4.086956521739131,3.9565217391304346,3.391304347826087,3.0434782608695654,2.9565217391304346,3.5652173913043477,3.260869565217391,3.449130434782609
EBK DEFINING DUTY IN CIVIL WAR,3.15,3.5,1.5,4.0,3.0,4.0,3.5,3.5,1.5,3.5,3.5,3.15
EBK DEFINING THE STRUGGLE,3.18,2.0,3.0,3.8,3.6,3.8,3.8,2.8,2.8,3.2,3.0,3.18
EBK DEFINING VISUAL RHETORICS,3.4809523809523806,2.9523809523809526,3.7142857142857144,3.857142857142857,4.238095238095238,3.6666666666666665,3.6666666666666665,2.761904761904762,3.0476190476190474,3.619047619047619,3.2857142857142856,3.48
EBK DEFINITIVE GUIDE TO DAX,3.2,2.0,4.0,5.0,4.0,5.0,3.0,1.0,2.0,3.0,3.0,3.2
EBK DEFINITIVE GUIDE TO INSTRUCTION,3.3000000000000003,3.3333333333333335,3.0,4.0,4.0,3.3333333333333335,4.0,2.6666666666666665,2.0,2.6666666666666665,4.0,3.2999999999999994
EBK DEGARMO'S MATERIALS+PROCESSES...,3.575,4.0,2.5,3.75,4.75,4.5,4.5,1.5,2.5,3.25,4.5,3.58
EBK DEGOWIN'S DIAGNOSTIC EXAMINATION,3.4627906976744187,3.0,3.4186046511627906,4.069767441860465,4.209302325581396,3.627906976744186,3.488372093023256,2.9302325581395348,2.953488372093023,3.4651162790697674,3.4651162790697674,3.46
EBK DELIVERING HEALTH CARE IN AMERICA,3.4,2.5,3.0,4.0,4.333333333333333,4.0,3.5,2.3333333333333335,3.3333333333333335,2.8333333333333335,4.166666666666667,3.4
EBK DELIVERING HEALTH CARE IN...,3.4335329341317364,3.089820359281437,3.4850299401197606,4.11377245508982,4.017964071856287,3.7784431137724552,3.3892215568862274,2.6526946107784433,2.844311377245509,3.5149700598802394,3.4491017964071857,3.4360479041916165
EBK DEM DRY BONES,3.4,4.5,4.0,3.0,4.5,4.0,3.5,2.0,2.0,3.0,3.5,3.4
EBK DEMOCRACIES+AUTHORITARIAN REGIMES,3.2809523809523813,3.0,3.142857142857143,4.0476190476190474,4.0476190476190474,3.761904761904762,3.4285714285714284,2.0,2.8095238095238093,3.4761904761904763,3.0952380952380953,3.284761904761904
EBK DEMOCRACY,3.457142857142857,3.2857142857142856,3.4285714285714284,4.714285714285714,3.5714285714285716,3.5714285714285716,3.0,1.8571428571428572,2.7142857142857144,4.285714285714286,4.142857142857143,3.4585714285714286
EBK DEMOCRACY FOR REALISTS,3.1,3.0,3.0,2.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,3.1
EBK DEMOCRACY IN AMERICA,3.242857142857143,3.4285714285714284,3.2857142857142856,3.0,3.857142857142857,3.142857142857143,3.5714285714285716,3.2857142857142856,2.0,3.857142857142857,3.0,3.242857142857143
EBK DEMOCRACY IN BLACK,3.1,2.0,2.0,5.0,4.0,4.0,2.0,1.0,2.0,5.0,4.0,3.1
EBK DEMOCRATIZATION,3.332558139534884,3.186046511627907,3.0232558139534884,4.27906976744186,3.953488372093023,3.558139534883721,3.302325581395349,2.255813953488372,2.813953488372093,3.558139534883721,3.395348837209302,3.3339534883720927
EBK DEMOGRAPHY OF HEALTH+HEALTHCARE,3.4191489361702123,2.978723404255319,3.0851063829787235,4.148936170212766,4.031914893617022,3.893617021276596,3.404255319148936,3.021276595744681,2.6808510638297873,3.4893617021276597,3.4574468085106385,3.4202127659574466
EBK DEMON COPPERHEAD,3.15,3.5,2.6666666666666665,4.0,3.8333333333333335,4.0,2.5,2.0,2.1666666666666665,3.1666666666666665,3.6666666666666665,3.15
EBK DEMON-HAUNTED WORLD,3.533333333333333,4.333333333333333,2.3333333333333335,4.333333333333333,4.333333333333333,3.6666666666666665,4.0,2.3333333333333335,2.6666666666666665,3.3333333333333335,4.0,3.533333333333333
EBK DEMONSTRATING STUDENT SUCCESS,3.454166666666667,2.9583333333333335,3.7083333333333335,3.7083333333333335,3.875,4.083333333333333,3.75,2.75,2.5416666666666665,3.5833333333333335,3.5833333333333335,3.452916666666667
EBK DEMYSTIFYING ACADEMIC READING,3.3666666666666667,3.6666666666666665,3.6666666666666665,4.0,4.0,3.6666666666666665,3.6666666666666665,2.0,2.0,3.3333333333333335,3.6666666666666665,3.3666666666666667
EBK DEPENDENCY+DEVEL.IN LATIN AMERICA,3.4625,3.375,4.25,3.625,4.25,3.5,2.375,2.25,2.875,4.375,3.75,3.46
EBK DERIVATIVES MARKETS,3.351612903225807,3.064516129032258,3.774193548387097,3.870967741935484,3.6451612903225805,4.032258064516129,3.3225806451612905,2.4838709677419355,2.4838709677419355,3.5483870967741935,3.2903225806451615,3.353225806451613
"EBK DESCRIP.PHYS.OCEANOGRAPHY-SI,ENLARG",3.283333333333333,2.9166666666666665,3.0833333333333335,3.9166666666666665,3.75,3.6666666666666665,3.75,2.1666666666666665,2.9166666666666665,3.5833333333333335,3.0833333333333335,3.283333333333333
EBK DESCRIPTION OF THE BLAZING WORLD,3.4916666666666667,3.3333333333333335,3.75,3.9166666666666665,4.333333333333333,3.4166666666666665,3.0833333333333335,3.0833333333333335,2.8333333333333335,3.75,3.4166666666666665,3.49
EBK DESCRIPTIVE INORGANIC CHEMISTRY,3.4333333333333336,2.6666666666666665,4.0,4.0,3.6666666666666665,4.0,3.3333333333333335,2.6666666666666665,2.6666666666666665,4.0,3.3333333333333335,3.43
EBK DESIGN AND DELIVER,3.6333333333333333,2.3333333333333335,3.0,4.333333333333333,4.666666666666667,4.333333333333333,4.333333333333333,3.6666666666666665,3.0,3.0,3.6666666666666665,3.6300000000000003
EBK DESIGN BASICS,3.4431818181818183,3.1818181818181817,3.272727272727273,4.2727272727272725,4.0227272727272725,3.6818181818181817,3.6136363636363638,2.5454545454545454,2.9545454545454546,3.522727272727273,3.3636363636363638,3.444090909090909
EBK DESIGN ELEMENTS,2.95,3.5,3.0,3.0,3.5,3.5,3.0,2.0,2.5,1.5,4.0,2.95
EBK DESIGN FOR LEARNING,3.5,1.0,3.0,5.0,4.0,5.0,2.0,5.0,2.0,3.0,5.0,3.5
EBK DESIGN IN FIVE:ESSENTIAL PHASES...,3.9,3.0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,2.0,5.0,3.9
EBK DESIGN OF ANALOG FILTERS,2.8333333333333335,3.3333333333333335,3.3333333333333335,3.6666666666666665,4.0,2.0,1.6666666666666667,2.6666666666666665,3.3333333333333335,2.3333333333333335,2.0,2.8333333333333335
EBK DESIGN OF BIOMEDICAL DEVICES+SYSTEM,3.0777777777777775,2.8333333333333335,3.0555555555555554,3.888888888888889,3.888888888888889,4.0,3.388888888888889,1.8333333333333333,2.2777777777777777,2.888888888888889,2.7222222222222223,3.076666666666666
EBK DESIGN OF CONCRETE STRUCTURES,3.4941176470588236,3.3529411764705883,3.176470588235294,4.117647058823529,3.8823529411764706,3.4705882352941178,3.823529411764706,2.6470588235294117,2.823529411764706,3.764705882352941,3.8823529411764706,3.496470588235294
EBK DESIGN OF EVERYDAY THINGS,3.5928571428571425,3.7142857142857144,4.214285714285714,3.857142857142857,4.0,3.5714285714285716,3.857142857142857,2.2857142857142856,3.2142857142857144,3.4285714285714284,3.7857142857142856,3.59
EBK DESIGN OF FEEDBACK CONTROL SYSTEMS,3.5666666666666664,3.6666666666666665,4.0,4.666666666666667,3.6666666666666665,4.333333333333333,3.1666666666666665,2.3333333333333335,3.6666666666666665,2.8333333333333335,3.3333333333333335,3.566666666666667
EBK DESIGN OF FLUID THERMAL SYSTEMS,3.223809523809524,2.761904761904762,3.142857142857143,4.095238095238095,3.9523809523809526,3.8095238095238093,3.142857142857143,1.9047619047619047,2.619047619047619,3.4285714285714284,3.380952380952381,3.221904761904762
EBK DESIGN OF WOOD STRUCTURES ASD/LRFD,3.4166666666666665,3.1666666666666665,3.1666666666666665,4.166666666666667,3.5,4.166666666666667,4.0,2.3333333333333335,3.0,3.3333333333333335,3.3333333333333335,3.42
EBK DESIGN PATTERNS,3.225,3.75,4.0,3.75,3.75,3.75,3.25,1.5,2.5,2.5,3.5,3.22
EBK DESIGN THINKING IN PLAY,3.425,4.25,3.75,4.0,4.5,4.25,2.25,2.0,2.5,3.0,3.75,3.42
EBK DESIGN+EQUIPMENT FOR REST.+FOODSERV,3.44,3.2,3.0,3.4,4.0,4.4,3.2,3.2,3.2,2.8,4.0,3.438
EBK DESIGN:VERY SHORT INTRODUCTION,3.3125,3.1875,3.25,4.0,4.25,3.625,3.0625,2.1875,3.125,2.625,3.8125,3.3125
EBK DESIGNING AN ANTHROPOLOGY CAREER,3.5666666666666664,4.0,3.0,3.6666666666666665,5.0,4.0,3.0,2.6666666666666665,1.3333333333333333,4.666666666666667,4.333333333333333,3.5666666666666664
EBK DESIGNING AND MANAGING PROGRAMS,3.1888888888888887,3.0,3.2222222222222223,3.5555555555555554,2.6666666666666665,3.7777777777777777,3.111111111111111,2.7777777777777777,2.888888888888889,3.5555555555555554,3.3333333333333335,3.19
EBK DESIGNING COMMERCIAL INTERIORS,3.0,4.0,2.0,4.0,3.0,4.0,4.0,1.0,2.0,2.0,4.0,3.0
EBK DESIGNING DATA-INTENSIVE APPLICATIO,3.3666666666666667,2.6666666666666665,3.6666666666666665,4.666666666666667,4.333333333333333,3.3333333333333335,3.8333333333333335,2.6666666666666665,2.0,3.1666666666666665,3.3333333333333335,3.3699999999999997
EBK DESIGNING EFFECTIVE INSTRUCTION,3.3333333333333335,3.111111111111111,3.2222222222222223,4.333333333333333,4.222222222222222,3.2222222222222223,3.7777777777777777,1.7777777777777777,2.5555555555555554,3.888888888888889,3.2222222222222223,3.3333333333333335
EBK DESIGNING FOR OLDER ADULTS,3.46,3.0,4.2,4.0,4.6,3.2,4.2,2.4,2.0,3.4,3.6,3.46
EBK DESIGNING FOR PRINT,3.2058823529411766,2.803921568627451,3.372549019607843,3.3529411764705883,3.450980392156863,3.980392156862745,3.392156862745098,2.0588235294117645,2.6862745098039214,3.4313725490196076,3.5294117647058822,3.21
EBK DESIGNING GROUPWORK,3.3642857142857143,2.842857142857143,3.3714285714285714,4.142857142857143,4.1571428571428575,3.6714285714285713,3.5285714285714285,2.2142857142857144,2.8285714285714287,3.5285714285714285,3.357142857142857,3.36
EBK DESIGNING INTERIORS,3.4333333333333336,3.3333333333333335,2.3333333333333335,4.666666666666667,4.0,4.0,4.333333333333333,2.6666666666666665,2.3333333333333335,3.6666666666666665,3.0,3.43
EBK DESIGNING QUALITATIVE RESEARCH,3.436363636363636,3.1363636363636362,3.5454545454545454,4.454545454545454,4.2727272727272725,4.045454545454546,3.227272727272727,2.0,2.8181818181818183,3.227272727272727,3.6363636363636362,3.4354545454545455
EBK DESIGNING SOUND FOR ANIMATION,3.725,3.25,4.25,3.5,5.0,3.75,3.25,3.25,2.5,5.0,3.5,3.725
EBK DESIGNING TEACHING STRATEGIES,3.425531914893617,3.106382978723404,3.4468085106382977,3.9148936170212765,4.170212765957447,3.9574468085106385,3.382978723404255,2.234042553191489,2.9361702127659575,3.25531914893617,3.851063829787234,3.425531914893617
EBK DESIGNING USABILITY INTO MEDICAL PR,3.302325581395349,2.5813953488372094,3.558139534883721,4.1395348837209305,4.1395348837209305,3.558139534883721,3.0,2.7209302325581395,2.5813953488372094,3.372093023255814,3.372093023255814,3.3025581395348835
EBK DESIGNING USER EXPERIENCE,3.475,2.8333333333333335,3.6666666666666665,4.416666666666667,4.25,3.75,3.6666666666666665,2.5833333333333335,3.0,3.5,3.0833333333333335,3.4725
EBK DESIGNING WITH LIGHT,3.4222222222222225,3.1666666666666665,3.888888888888889,4.222222222222222,4.166666666666667,3.6666666666666665,3.2777777777777777,2.111111111111111,2.888888888888889,3.3333333333333335,3.5,3.421666666666667
EBK DESIGNING WITH MIND IN MIND:SIMPLE.,3.4658536585365853,3.024390243902439,3.268292682926829,4.0,4.219512195121951,3.4634146341463414,3.4634146341463414,3.268292682926829,3.073170731707317,3.4390243902439024,3.4390243902439024,3.47
EBK DESIGNING WITH MODELS,3.5,3.6666666666666665,3.6666666666666665,4.333333333333333,4.666666666666667,3.6666666666666665,3.0,2.3333333333333335,3.6666666666666665,3.3333333333333335,2.6666666666666665,3.5
EBK DESIGNING WITH TYPE,3.542857142857143,3.857142857142857,3.2857142857142856,4.428571428571429,4.142857142857143,4.142857142857143,3.0,2.2857142857142856,3.4285714285714284,4.0,2.857142857142857,3.54
EBK DESIGNING YOUR NEW WORK LIFE,3.22,3.8,4.0,4.4,3.8,3.6,2.6,1.6,3.0,2.4,3.0,3.22
EBK DESIGNING+CONDUCT.MIXED METHODS...,3.5733333333333333,3.0,3.8,3.8,4.066666666666666,4.0,3.466666666666667,2.6666666666666665,3.6,3.8,3.533333333333333,3.5733333333333333
EBK DESIGNING+CONDUCTING MIXED METHODS.,3.4555555555555557,2.5555555555555554,3.111111111111111,4.0,3.888888888888889,4.0,4.0,3.0,3.7777777777777777,3.0,3.2222222222222223,3.453333333333333
EBK DESIGNING+MANAGING PROGRAMS,3.733333333333333,3.6666666666666665,3.3333333333333335,4.666666666666667,3.6666666666666665,4.333333333333333,3.0,3.6666666666666665,3.3333333333333335,3.6666666666666665,4.0,3.733333333333333
EBK DESIGNING+PROPOSING YOUR RESEARCH..,3.3200000000000003,3.7,3.3,4.4,3.7,3.4,3.4,2.2,2.5,3.1,3.5,3.3199999999999994
EBK DESIGNING+PROPOSING YOUR RSRCH.PROJ,3.3642857142857143,3.0,3.4285714285714284,3.9285714285714284,3.857142857142857,4.071428571428571,3.357142857142857,2.7857142857142856,2.857142857142857,3.142857142857143,3.2142857142857144,3.3649999999999998
EBK DESIRE+DISASTER IN NEW ORLEANS,3.5999999999999996,3.5,4.5,4.0,4.0,3.5,2.5,3.5,3.5,4.0,3.0,3.6
EBK DESTINATION MARKETING:ESSENTIALS,3.4545454545454546,3.4545454545454546,3.727272727272727,4.545454545454546,4.181818181818182,3.6363636363636362,4.0,2.4545454545454546,2.090909090909091,3.1818181818181817,3.272727272727273,3.4545454545454546
EBK DESTINED FOR WAR,3.3600000000000003,2.4,3.6,4.1,3.8,3.4,3.2,3.1,3.4,3.4,3.2,3.3600000000000003
EBK DESTINY DISRUPTED,3.4,2.5,4.0,3.5,3.5,2.5,3.5,4.0,4.0,4.0,2.5,3.4
EBK DESTROYER,3.3333333333333335,3.1666666666666665,3.0833333333333335,4.333333333333333,3.8333333333333335,3.3333333333333335,3.3333333333333335,2.8333333333333335,2.9166666666666665,3.1666666666666665,3.3333333333333335,3.3333333333333335
EBK DESTRUCTIVE LEADERSHIP IN THE WORKP,3.7,4.0,4.0,5.0,4.0,5.0,2.0,1.0,5.0,3.0,4.0,3.7
EBK DESTRUCTIVE LEADERSHIP IN THE...,3.45,2.5,3.5,3.0,4.5,4.5,2.0,4.0,1.5,4.0,5.0,3.45
EBK DEUTSCH:NA KLAR!,3.5,3.303030303030303,3.4242424242424243,3.9393939393939394,4.03030303030303,3.757575757575758,3.4242424242424243,3.242424242424242,2.5757575757575757,3.6666666666666665,3.6363636363636362,3.4975757575757576
EBK DEV. MULTICULTURAL COUNSELING...,3.6,4.0,3.0,4.0,4.0,4.0,5.0,2.0,2.0,3.0,5.0,3.6
EBK DEVEL.PERSON THROUGH CHILD.+ADOL.(P,3.3863636363636362,2.8181818181818183,3.590909090909091,3.9545454545454546,4.136363636363637,4.318181818181818,3.6818181818181817,1.8636363636363635,3.1818181818181817,3.227272727272727,3.090909090909091,3.3863636363636362
EBK DEVEL.PERSON THROUGH LIFE SPAN,3.3,3.75,3.25,4.5,4.0,4.0,2.5,2.5,2.0,2.5,4.0,3.3
EBK DEVELOP YOUR LEADERSHIP SUPERPOWERS,3.025,2.25,4.0,3.25,3.25,3.75,3.25,2.0,2.5,3.25,2.75,3.025
EBK DEVELOP.+MANAGING EMBEDDED SYS....,3.503448275862069,3.413793103448276,3.586206896551724,3.9655172413793105,4.0344827586206895,3.793103448275862,3.5172413793103448,3.0689655172413794,2.4482758620689653,3.586206896551724,3.6206896551724137,3.503448275862069
EBK DEVELOPING CROSS-CULTURAL COMPETENC,3.3400000000000003,2.3333333333333335,2.933333333333333,4.066666666666666,4.266666666666667,3.8666666666666667,3.6666666666666665,2.0,2.6666666666666665,4.066666666666666,3.533333333333333,3.3399999999999994
EBK DEVELOPING EFFECTIVE RSRCH.PROPOSAL,3.175,3.5,3.75,4.25,4.5,2.25,3.0,2.0,2.0,2.75,3.75,3.1725000000000003
EBK DEVELOPING HELPING SKILLS,3.4272727272727272,3.0202020202020203,3.6161616161616164,4.01010101010101,4.08080808080808,3.5555555555555554,3.4242424242424243,2.404040404040404,3.111111111111111,3.494949494949495,3.5555555555555554,3.427777777777778
EBK DEVELOPING HUMAN,3.2399999999999998,2.8,3.2,4.2,3.0,3.8,3.8,2.8,1.4,3.8,3.6,3.2380000000000004
EBK DEVELOPING LITERACY,3.4222222222222225,3.5555555555555554,3.5555555555555554,4.222222222222222,3.7777777777777777,3.6666666666666665,3.888888888888889,2.3333333333333335,1.7777777777777777,3.4444444444444446,4.0,3.4244444444444446
EBK DEVELOPING MANAGEMENT SKILLS,3.3,3.0,5.0,3.0,4.0,4.0,3.0,1.0,2.0,5.0,3.0,3.3
EBK DEVELOPING READERS IN THE ACADEMIC.,3.9,5.0,5.0,3.0,5.0,4.0,5.0,1.0,1.0,5.0,5.0,3.9
EBK DEVELOPING SKILLS F/SOCIAL WORK...,3.3857142857142857,3.2857142857142856,3.4285714285714284,3.5714285714285716,4.857142857142857,3.2857142857142856,3.0,3.4285714285714284,3.0,3.5714285714285716,2.4285714285714284,3.3857142857142857
EBK DEVELOPING THE CURRICULUM,3.5296875,3.0,3.390625,4.109375,4.171875,3.859375,3.546875,3.265625,2.921875,3.390625,3.640625,3.53
EBK DEVELOPING THE CURRICULUM (PEARSON+,3.3299999999999996,3.25,3.5,3.6,3.45,3.7,3.45,2.25,3.3,3.5,3.3,3.3299999999999996
EBK DEVELOPING YOUR THEORETICAL...,3.4285714285714284,3.5714285714285716,3.0,4.571428571428571,4.0,3.142857142857143,3.5714285714285716,2.4285714285714284,2.2857142857142856,4.142857142857143,3.5714285714285716,3.431428571428572
EBK DEVELOPING+ADMIN.CHILD CARE...,3.5,3.6666666666666665,3.6666666666666665,4.333333333333333,4.333333333333333,3.8333333333333335,3.6666666666666665,2.0,2.0,3.3333333333333335,4.166666666666667,3.501666666666667
EBK DEVELOPING+ADMIN.EARLY CHILDHOOD...,3.6,3.2,3.4,4.0,4.8,4.4,4.0,3.4,2.6,2.6,3.6,3.6
EBK DEVELOPING+ENHANCING TEAMWORK IN OR,3.3,4.0,3.0,4.0,4.0,1.0,3.0,3.0,2.0,5.0,4.0,3.3
EBK DEVELOPMENT ACROSS THE LIFE SPAN,3.2649999999999997,2.85,3.65,3.95,3.6,3.4,3.35,1.75,3.15,3.3,3.65,3.2659999999999996
EBK DEVELOPMENT ACROSS THE...,3.353333333333333,2.933333333333333,3.2666666666666666,4.066666666666666,4.3,3.7333333333333334,3.433333333333333,2.1333333333333333,2.9,3.433333333333333,3.3333333333333335,3.35
EBK DEVELOPMENT THROUGH LIFESPAN,3.41875,3.5625,2.9375,3.8125,4.1875,3.875,3.375,3.0625,2.4375,3.875,3.0625,3.418125
EBK DEVELOPMENTAL BIOLOGY,3.3000000000000003,2.5,3.6666666666666665,3.8333333333333335,3.0,4.0,3.6666666666666665,2.3333333333333335,2.3333333333333335,3.8333333333333335,3.8333333333333335,3.2999999999999994
EBK DEVELOPMENTAL MILESTONES OF YOUNG..,3.4899441340782125,3.2346368715083798,3.430167597765363,4.240223463687151,4.078212290502793,3.7374301675977653,3.553072625698324,2.5865921787709496,2.9441340782122905,3.6089385474860336,3.4860335195530725,3.4908379888268155
EBK DEVELOPMENTALLY APPROPRIATE CURR.,3.625,4.0,3.75,3.5,4.25,4.25,3.25,2.0,3.0,3.75,4.5,3.62
EBK DEVELOPMENTALLY APPROPRIATE CURRICU,3.4,3.0,3.5,5.0,3.0,2.5,4.5,2.5,3.0,3.5,3.5,3.4
EBK DEVELOPMENTALLY APPROPRIATE PRAC.,2.95,2.5,2.0,3.0,5.0,4.0,2.5,2.0,3.0,3.5,2.0,2.95
EBK DEVELOPMENTS IN STRUCTURAL FORM,3.357142857142857,2.857142857142857,3.4285714285714284,4.0,4.142857142857143,4.285714285714286,3.857142857142857,2.0,2.4285714285714284,3.5714285714285716,3.0,3.358571428571429
EBK DEVIANT BEHAVIOR,3.3049999999999997,3.05,3.15,3.9,4.05,3.65,3.7,2.4,2.75,3.1,3.3,3.3045
EBK DEVIANT BEHAVIOR (PEARSON+),3.3,3.25,3.0,3.75,4.25,4.0,3.25,2.75,1.75,3.5,3.5,3.3
EBK DEVIL IN A BLUE DRESS,3.44,3.2,4.0,4.2,3.8,4.0,3.4,1.6,3.2,3.6,3.4,3.44
EBK DEVIL'S HIGHWAY,3.225,3.0,4.25,4.25,3.75,3.25,3.0,1.5,2.5,4.0,2.75,3.2275
EBK DEVISING THEATRE,3.9,2.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,4.0,3.9
EBK DEW BREAKER,3.8,4.0,5.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,3.8
EBK DHAMMAPADA,3.34,3.2,2.2,4.0,3.8,4.2,3.4,2.2,2.8,3.4,4.2,3.34
EBK DIAG.+STAT.MAN.OF MENTAL..:DSM-5-TR,3.5363636363636366,3.0779220779220777,3.5974025974025974,4.038961038961039,4.1688311688311686,3.831168831168831,3.6233766233766236,2.675324675324675,3.1298701298701297,3.6103896103896105,3.6103896103896105,3.5401298701298707
