College,Year,Semester,Department,Format,Total_Spend,Book_Count
daemen,24,F,685,Digital,0.0,21
daemen,24,F,685,Physical,146.65001,7
daemen,24,F,695,Digital,0.0,286
daemen,24,F,695,Physical,16161.76,129
daemen,24,F,725,Digital,0.0,81
daemen,24,F,725,Physical,1268.46,27
daemen,24,F,75,Digital,152.91,313
daemen,24,F,75,Physical,3665.75,149
daemen,24,W,105,Digital,0.0,508
daemen,24,W,105,Physical,11095.89,227
daemen,24,W,115,Digital,0.0,72
daemen,24,W,115,Physical,5114.2,20
daemen,24,W,125,Digital,0.0,709
daemen,24,W,125,Physical,38072.8,649
daemen,24,W,130,Digital,0.0,66
daemen,24,W,130,Physical,897.87,12
daemen,24,W,135,Digital,0.0,24
daemen,24,W,135,Physical,382.36,19
daemen,24,W,165,Digital,0.0,297
daemen,24,W,165,Physical,865.28,194
daemen,24,W,175,Digital,0.0,441
daemen,24,W,175,Physical,12469.54,303
daemen,24,W,215,Digital,0.0,132
daemen,24,W,215,Physical,14141.82,66
daemen,24,W,225,Digital,0.0,9
daemen,24,W,225,Physical,296.55002,9
daemen,24,W,235,Digital,0.0,38
daemen,24,W,235,Physical,1743.32,16
daemen,24,W,25,Digital,0.0,133
daemen,24,W,25,Physical,14380.39,85
daemen,24,W,255,Physical,814.19995,6
daemen,24,W,265,Digital,0.0,30
daemen,24,W,265,Physical,2352.0,87
daemen,24,W,295,Digital,0.0,43
daemen,24,W,295,Physical,5274.35,61
daemen,24,W,325,Physical,4791.54,26
daemen,24,W,365,Digital,0.0,191
daemen,24,W,365,Physical,24754.7,255
daemen,24,W,375,Digital,0.0,3
daemen,24,W,375,Physical,10410.6,121
daemen,24,W,395,Digital,0.0,381
daemen,24,W,395,Physical,15306.09,234
daemen,24,W,405,Digital,0.0,612
daemen,24,W,405,Physical,20059.57,230
daemen,24,W,415,Digital,0.0,230
daemen,24,W,415,Physical,386.0,145
daemen,24,W,435,Digital,0.0,424
daemen,24,W,435,Physical,7205.45,373
daemen,24,W,445,Digital,0.0,46
daemen,24,W,445,Physical,4783.77,23
daemen,24,W,45,Digital,0.0,21
daemen,24,W,45,Physical,0.0,7
daemen,24,W,455,Digital,0.0,351
daemen,24,W,455,Physical,19879.95,114
daemen,24,W,465,Physical,1276.56,8
daemen,24,W,475,Digital,0.0,184
daemen,24,W,475,Physical,17976.71,87
daemen,24,W,485,Physical,4114.32,24
daemen,24,W,495,Digital,0.0,84
daemen,24,W,495,Physical,18298.84,116
daemen,24,W,505,Digital,284.97,630
daemen,24,W,505,Physical,39146.16,288
daemen,24,W,525,Digital,999.89996,138
daemen,24,W,525,Physical,3190.2002,39
daemen,24,W,535,Digital,0.0,1260
daemen,24,W,535,Physical,31767.79,649
daemen,24,W,545,Digital,0.0,133
daemen,24,W,545,Physical,9985.03,86
daemen,24,W,555,Digital,0.0,428
daemen,24,W,555,Physical,9349.6,367
daemen,24,W,565,Digital,0.0,9
daemen,24,W,565,Physical,591.06,25
daemen,24,W,575,Digital,0.0,120
daemen,24,W,575,Physical,4055.46,126
daemen,24,W,605,Digital,0.0,252
daemen,24,W,605,Physical,35151.09,331
daemen,24,W,615,Digital,506.87003,1034
daemen,24,W,615,Physical,46052.668,517
daemen,24,W,625,Digital,0.0,2843
daemen,24,W,625,Physical,81793.766,1091
daemen,24,W,635,Digital,0.0,58
daemen,24,W,635,Physical,1911.66,52
daemen,24,W,655,Digital,0.0,33
daemen,24,W,655,Physical,690.62,49
daemen,24,W,665,Digital,0.0,122
daemen,24,W,665,Physical,3658.82,114
daemen,24,W,675,Digital,0.0,113
daemen,24,W,675,Physical,16765.31,106
daemen,24,W,695,Digital,0.0,288
daemen,24,W,695,Physical,12153.2,112
daemen,24,W,705,Digital,0.0,140
daemen,24,W,705,Physical,995.95996,56
daemen,24,W,725,Digital,0.0,103
daemen,24,W,725,Physical,700.0,53
daemen,24,W,75,Digital,0.0,32
daemen,24,W,75,Physical,8235.5,50
eku,22,A,100,Digital,0.0,97
eku,22,A,100,Physical,28274.35,727
eku,22,A,122,Digital,0.0,39
eku,22,A,122,Physical,23038.59,530
eku,22,A,135,Physical,0.0,7
eku,22,A,14,Digital,0.0,18
eku,22,A,14,Physical,0.0,15
eku,22,A,140,Digital,0.0,39
eku,22,A,140,Physical,3314.6099,39
eku,22,A,145,Digital,0.0,71
eku,22,A,145,Physical,0.0,212
eku,22,A,146,Digital,0.0,44
eku,22,A,146,Physical,0.0,76
eku,22,A,148,Physical,400.0,20
eku,22,A,150,Digital,2638.72,86
eku,22,A,150,Physical,8271.78,78
eku,22,A,160,Digital,0.0,34
eku,22,A,160,Physical,2873.17,31
eku,22,A,162,Physical,3576.7998,179
eku,22,A,170,Digital,0.0,93
eku,22,A,170,Physical,1214.31,119
eku,22,A,175,Digital,11671.92,103
eku,22,A,175,Physical,5391.36,16
eku,22,A,180,Digital,0.0,8
eku,22,A,180,Physical,2111.72,48
eku,22,A,181,Digital,0.0,24
eku,22,A,181,Physical,0.0,54
eku,22,A,20,Physical,552.0,12
eku,22,A,200,Digital,0.0,33
eku,22,A,200,Physical,0.0,11
eku,22,A,205,Digital,0.0,35
eku,22,A,205,Physical,1100.1,164
eku,22,A,210,Physical,4885.17,23
eku,22,A,215,Digital,0.0,38
eku,22,A,215,Physical,2348.1,52
eku,22,A,220,Digital,0.0,24
eku,22,A,220,Physical,1247.9,34
eku,22,A,225,Physical,6672.59,185
eku,22,A,230,Digital,0.0,28
eku,22,A,230,Physical,11258.66,130
eku,22,A,238,Physical,0.0,52
eku,22,A,241,Digital,2840.25,147
eku,22,A,241,Physical,3634.95,66
eku,22,A,242,Digital,0.0,69
eku,22,A,242,Physical,1785.75,141
eku,22,A,255,Digital,0.0,47
eku,22,A,255,Physical,9440.42,94
eku,22,A,265,Digital,0.0,102
eku,22,A,280,Digital,1529.83,102
eku,22,A,280,Physical,46956.75,249
eku,22,A,285,Digital,0.0,12
eku,22,A,285,Physical,2250.0,24
eku,22,A,295,Digital,5243.85,86
eku,22,A,295,Physical,17531.88,379
eku,22,A,310,Physical,2040.0,51
eku,22,A,33,Digital,0.0,18
eku,22,A,33,Physical,863.96,22
eku,22,A,330,Digital,2751.25,217
eku,22,A,330,Physical,600.0,25
eku,22,A,335,Digital,0.0,37
eku,22,A,335,Physical,0.0,70
eku,22,A,336,Digital,0.0,247
eku,22,A,336,Physical,12322.49,118
eku,22,A,35,Digital,0.0,60
eku,22,A,35,Physical,3432.7998,106
eku,22,A,352,Digital,0.0,24
eku,22,A,352,Physical,4806.67,31
eku,22,A,360,Digital,0.0,38
eku,22,A,360,Physical,4070.94,38
eku,22,A,364,Physical,0.0,47
eku,22,A,368,Physical,9871.03,65
eku,22,A,38,Digital,0.0,60
eku,22,A,38,Physical,1380.0,60
eku,22,A,400,Digital,1156.87,13
eku,22,A,400,Physical,4364.88,32
eku,22,A,415,Physical,0.0,45
eku,22,A,423,Digital,0.0,66
eku,22,A,423,Physical,3770.91,66
eku,22,A,430,Digital,0.0,48
eku,22,A,430,Physical,6663.6,65
eku,22,A,440,Physical,12213.9,90
eku,22,A,447,Digital,3921.75,81
eku,22,A,447,Physical,4402.86,33
eku,22,A,45,Digital,0.0,188
eku,22,A,45,Physical,10070.22,188
eku,22,A,450,Digital,0.0,78
eku,22,A,450,Physical,14625.0,78
eku,22,A,452,Digital,0.0,20
eku,22,A,452,Physical,0.0,20
eku,22,A,459,Digital,0.0,87
eku,22,A,459,Physical,9941.489,87
eku,22,A,467,Physical,120.0,3
eku,22,A,470,Digital,0.0,19
eku,22,A,470,Physical,3224.4902,19
eku,22,A,475,Digital,0.0,1157
eku,22,A,475,Physical,9653.95,1327
eku,22,A,484,Digital,10247.6,498
eku,22,A,484,Physical,30651.8,277
eku,22,A,490,Digital,0.0,319
eku,22,A,490,Physical,0.0,550
eku,22,A,5,Digital,0.0,21
eku,22,A,5,Physical,11331.87,142
eku,22,A,50,Digital,0.0,26
eku,22,A,50,Physical,2969.4602,52
eku,22,A,505,Digital,0.0,20
eku,22,A,505,Physical,4809.27,143
eku,22,A,510,Digital,0.0,23
eku,22,A,510,Physical,20694.701,311
eku,22,A,520,Digital,6380.0,155
eku,22,A,520,Physical,3809.8,58
eku,22,A,530,Digital,5185.6,449
eku,22,A,530,Physical,25385.871,374
eku,22,A,535,Digital,6659.26,802
eku,22,A,535,Physical,45544.27,1152
eku,22,A,540,Digital,0.0,36
eku,22,A,550,Digital,0.0,60
eku,22,A,550,Physical,1841.56,20
eku,22,A,555,Physical,4256.6704,33
eku,22,A,557,Digital,0.0,23
eku,22,A,557,Physical,1281.33,23
eku,22,A,570,Digital,879.88995,123
eku,22,A,570,Physical,11532.25,180
eku,22,A,580,Digital,0.0,114
eku,22,A,580,Physical,15755.94,228
eku,22,A,587,Digital,0.0,204
eku,22,A,587,Physical,0.0,604
eku,22,A,590,Digital,0.0,14
eku,22,A,590,Physical,10655.24,104
eku,22,A,595,Digital,0.0,384
eku,22,A,595,Physical,28387.37,427
eku,22,A,60,Digital,1711.9199,56
eku,22,A,60,Physical,299.88,28
eku,22,A,623,Physical,137.13,6
eku,22,A,626,Physical,2600.04,94
eku,22,A,627,Digital,0.0,84
eku,22,A,627,Physical,1098.75,25
eku,22,A,67,Digital,0.0,63
eku,22,A,67,Physical,0.0,53
eku,22,A,70,Physical,6490.35,70
eku,22,A,75,Physical,298.35,13
eku,22,A,80,Digital,0.0,190
eku,22,A,80,Physical,39139.98,562
eku,22,A,88,Digital,0.0,195
eku,22,A,88,Physical,76608.28,771
eku,22,A,91,Physical,1071.45,15
eku,22,A,95,Digital,0.0,120
eku,22,A,95,Physical,3750.0,114
eku,22,F,100,Digital,0.0,155
eku,22,F,100,Physical,238235.3,3678
eku,22,F,102,Physical,1282.82,21
eku,22,F,110,Physical,8179.29,67
eku,22,F,12,Digital,0.0,12
eku,22,F,12,Physical,8695.439,80
eku,22,F,122,Digital,1839.7699,437
eku,22,F,122,Physical,136993.5,3090
eku,22,F,13,Digital,0.0,9
eku,22,F,13,Physical,2029.23,42
eku,22,F,135,Digital,0.0,90
eku,22,F,135,Physical,29021.83,213
eku,22,F,14,Digital,0.0,216
eku,22,F,14,Physical,27802.48,229
eku,22,F,140,Digital,0.0,109
eku,22,F,140,Physical,1889.65,74
eku,22,F,145,Digital,0.0,290
eku,22,F,145,Physical,0.0,482
eku,22,F,146,Digital,0.0,126
eku,22,F,146,Physical,0.0,175
eku,22,F,148,Physical,2100.0,105
eku,22,F,15,Physical,351.78,29
eku,22,F,150,Digital,4120.0,953
eku,22,F,150,Physical,156930.42,1574
eku,22,F,160,Digital,0.0,363
eku,22,F,160,Physical,66193.19,577
eku,22,F,162,Digital,0.0,150
eku,22,F,162,Physical,42812.82,397
eku,22,F,165,Physical,1344.0,14
eku,22,F,170,Digital,0.0,189
eku,22,F,170,Physical,4500.09,175
eku,22,F,175,Digital,0.0,481
eku,22,F,175,Physical,68581.336,804
eku,22,F,176,Digital,0.0,528
eku,22,F,176,Physical,24275.01,567
eku,22,F,180,Digital,0.0,615
eku,22,F,180,Physical,88589.74,796
eku,22,F,181,Physical,0.0,3
eku,22,F,182,Physical,6232.58,281
eku,22,F,183,Digital,0.0,69
eku,22,F,183,Physical,0.0,100
eku,22,F,185,Digital,1601.82,54
eku,22,F,190,Digital,0.0,41
eku,22,F,190,Physical,0.0,164
eku,22,F,20,Digital,0.0,127
eku,22,F,20,Physical,37853.09,288
eku,22,F,200,Digital,0.0,88
eku,22,F,200,Physical,10113.85,168
eku,22,F,205,Digital,0.0,506
eku,22,F,205,Physical,63410.86,847
eku,22,F,210,Digital,25939.62,639
eku,22,F,210,Physical,52791.23,863
eku,22,F,215,Digital,0.0,113
eku,22,F,215,Physical,5583.27,197
eku,22,F,220,Digital,0.0,64
eku,22,F,220,Physical,7237.29,137
eku,22,F,225,Digital,11198.6,180
eku,22,F,225,Physical,16944.58,421
eku,22,F,230,Digital,0.0,2224
eku,22,F,230,Physical,132854.73,2935
eku,22,F,237,Physical,442.0,78
eku,22,F,238,Digital,0.0,30
eku,22,F,238,Physical,0.0,71
eku,22,F,240,Physical,246.95,7
eku,22,F,241,Digital,7364.0,1558
eku,22,F,241,Physical,68983.29,1111
eku,22,F,242,Digital,0.0,158
eku,22,F,242,Physical,2285.76,318
eku,22,F,245,Physical,1717.85,43
eku,22,F,250,Digital,0.0,21
eku,22,F,250,Physical,2416.59,30
eku,22,F,255,Digital,0.0,251
eku,22,F,255,Physical,57294.92,618
eku,22,F,260,Physical,486.72,12
eku,22,F,262,Physical,254.85,6
eku,22,F,265,Digital,0.0,663
eku,22,F,265,Physical,21185.68,220
eku,22,F,270,Physical,5914.4,40
eku,22,F,275,Digital,0.0,52
eku,22,F,275,Physical,4758.0,26
eku,22,F,280,Digital,0.0,375
eku,22,F,280,Physical,339959.3,1485
eku,22,F,285,Digital,0.0,40
eku,22,F,285,Physical,7500.0,80
eku,22,F,295,Digital,0.0,378
eku,22,F,295,Physical,30746.7,422
eku,22,F,300,Digital,0.0,196
eku,22,F,300,Physical,1222.55,98
eku,22,F,302,Physical,3705.31,103
eku,22,F,305,Digital,18202.2,847
eku,22,F,305,Physical,20331.74,371
eku,22,F,310,Physical,46862.76,2010
eku,22,F,322,Physical,1079.85,30
eku,22,F,324,Physical,6397.3003,262
eku,22,F,33,Physical,18655.58,448
eku,22,F,330,Digital,0.0,1047
eku,22,F,330,Physical,83241.99,816
eku,22,F,335,Digital,10582.0,3205
eku,22,F,335,Physical,143764.39,2795
eku,22,F,336,Digital,3496.92,942
eku,22,F,336,Physical,62166.77,911
eku,22,F,345,Digital,0.0,138
eku,22,F,345,Physical,22242.61,1545
eku,22,F,35,Digital,0.0,550
eku,22,F,35,Physical,49944.7,603
eku,22,F,352,Digital,0.0,167
eku,22,F,352,Physical,18451.781,148
eku,22,F,355,Physical,11245.26,507
eku,22,F,357,Digital,2879.68,93
eku,22,F,357,Physical,0.0,61
eku,22,F,360,Physical,8093.69,363
eku,22,F,364,Digital,0.0,70
eku,22,F,364,Physical,0.0,120
eku,22,F,368,Digital,0.0,29
eku,22,F,368,Physical,56121.06,351
eku,22,F,38,Digital,0.0,93
eku,22,F,38,Physical,12107.75,560
eku,22,F,380,Digital,0.0,46
eku,22,F,380,Physical,5596.59,115
eku,22,F,390,Physical,6733.65,106
eku,22,F,395,Physical,5234.48,236
eku,22,F,400,Digital,4360.51,294
eku,22,F,400,Physical,85965.836,452
eku,22,F,412,Digital,0.0,2
eku,22,F,412,Physical,540.8,2
eku,22,F,415,Digital,0.0,373
eku,22,F,415,Physical,12310.649,760
eku,22,F,423,Digital,0.0,177
eku,22,F,43,Digital,4799.52,64
eku,22,F,430,Digital,87922.96,1504
eku,22,F,430,Physical,138778.56,1535
eku,22,F,432,Digital,0.0,371
eku,22,F,432,Physical,0.0,301
eku,22,F,440,Digital,0.0,281
eku,22,F,440,Physical,52689.85,468
eku,22,F,447,Digital,2344.91,243
eku,22,F,447,Physical,32454.41,414
eku,22,F,45,Digital,0.0,742
eku,22,F,45,Physical,0.0,742
eku,22,F,450,Digital,4518.61,360
eku,22,F,450,Physical,77927.62,796
eku,22,F,452,Digital,0.0,69
eku,22,F,452,Physical,968.72,68
eku,22,F,457,Physical,340.0,17
eku,22,F,458,Digital,0.0,8
eku,22,F,458,Physical,463.6,29
eku,22,F,459,Digital,3625.0,1201
eku,22,F,459,Physical,5760.0,178
eku,22,F,460,Digital,0.0,172
eku,22,F,460,Physical,81357.68,1073
eku,22,F,467,Digital,0.0,5
eku,22,F,467,Physical,6577.85,101
eku,22,F,470,Digital,0.0,1300
eku,22,F,470,Physical,111700.305,994
eku,22,F,475,Digital,22227.66,3494
eku,22,F,475,Physical,196298.4,3533
eku,22,F,477,Physical,0.0,12
eku,22,F,484,Digital,23350.35,1323
eku,22,F,484,Physical,106772.164,783
eku,22,F,490,Digital,0.0,1508
eku,22,F,490,Physical,117096.23,2075
eku,22,F,5,Digital,19787.74,269
eku,22,F,5,Physical,40329.48,401
eku,22,F,50,Digital,0.0,336
eku,22,F,50,Physical,40367.46,673
eku,22,F,505,Digital,5395.0,615
eku,22,F,505,Physical,58892.52,1535
eku,22,F,510,Digital,28910.0,205
eku,22,F,510,Physical,21681.55,752
eku,22,F,520,Digital,3053.0,941
eku,22,F,520,Physical,37378.52,284
eku,22,F,530,Digital,109.200005,257
eku,22,F,530,Physical,81985.56,1103
eku,22,F,535,Digital,5187.69,3684
eku,22,F,535,Physical,403767.78,8612
eku,22,F,540,Digital,5508.29,245
eku,22,F,540,Physical,16639.41,113
eku,22,F,55,Physical,7718.64,348
eku,22,F,550,Digital,1404.0,452
eku,22,F,550,Physical,26044.041,343
eku,22,F,555,Digital,5415.0,376
eku,22,F,555,Physical,32136.432,270
eku,22,F,557,Digital,0.0,34
eku,22,F,557,Physical,19571.13,269
eku,22,F,567,Physical,15858.7,715
eku,22,F,570,Digital,0.0,573
eku,22,F,570,Physical,35432.59,318
eku,22,F,571,Digital,800.0,4
eku,22,F,572,Physical,95.68,32
eku,22,F,575,Digital,2348.72,471
eku,22,F,575,Physical,42297.21,837
eku,22,F,580,Digital,0.0,367
eku,22,F,580,Physical,94494.84,1033
eku,22,F,587,Digital,0.0,361
eku,22,F,587,Physical,6098.4404,488
eku,22,F,590,Digital,52495.8,635
eku,22,F,590,Physical,11693.61,42
eku,22,F,595,Digital,0.0,822
eku,22,F,595,Physical,131067.38,1388
eku,22,F,60,Digital,9598.9795,278
eku,22,F,60,Physical,6441.3296,314
eku,22,F,600,Digital,0.0,88
eku,22,F,600,Physical,26274.0,120
eku,22,F,626,Digital,0.0,132
eku,22,F,626,Physical,20648.48,710
eku,22,F,627,Digital,0.0,64
eku,22,F,627,Physical,59703.582,527
eku,22,F,67,Digital,0.0,86
eku,22,F,67,Physical,0.0,49
eku,22,F,70,Digital,0.0,134
eku,22,F,70,Physical,79236.72,805
eku,22,F,75,Digital,0.0,364
eku,22,F,75,Physical,61481.84,997
eku,22,F,80,Digital,0.0,2640
eku,22,F,80,Physical,416702.1,5782
eku,22,F,88,Digital,268355.38,5614
eku,22,F,88,Physical,358369.25,4795
eku,22,F,91,Physical,58572.6,820
eku,22,F,92,Digital,0.0,35
eku,22,F,92,Physical,11516.17,136
eku,22,F,95,Digital,19423.75,1572
eku,22,F,95,Physical,39459.688,1092
eku,22,W,100,Digital,0.0,282
eku,22,W,100,Physical,221276.12,3574
eku,22,W,102,Physical,2932.16,48
eku,22,W,110,Digital,1425.6,72
eku,22,W,110,Physical,11579.04,94
eku,22,W,12,Digital,0.0,35
eku,22,W,12,Physical,9207.39,68
eku,22,W,122,Digital,8515.8,1104
eku,22,W,122,Physical,126882.85,2352
eku,22,W,13,Digital,0.0,14
eku,22,W,13,Physical,1203.86,28
eku,22,W,135,Digital,0.0,115
eku,22,W,135,Physical,23682.37,178
eku,22,W,14,Digital,0.0,139
eku,22,W,14,Physical,24353.69,160
eku,22,W,140,Digital,0.0,104
eku,22,W,140,Physical,39446.76,229
eku,22,W,145,Digital,0.0,224
eku,22,W,145,Physical,0.0,488
eku,22,W,146,Digital,0.0,41
eku,22,W,146,Physical,0.0,45
eku,22,W,148,Physical,580.0,29
eku,22,W,15,Physical,856.48,28
eku,22,W,150,Digital,0.0,821
eku,22,W,150,Physical,132998.94,1564
eku,22,W,160,Digital,0.0,413
eku,22,W,160,Physical,49660.508,418
eku,22,W,162,Digital,0.0,90
eku,22,W,162,Physical,52952.18,446
eku,22,W,165,Physical,1020.0,10
eku,22,W,169,Physical,299.40002,12
eku,22,W,170,Digital,0.0,153
eku,22,W,170,Physical,0.0,123
eku,22,W,175,Digital,83984.164,724
eku,22,W,175,Physical,31900.959,759
eku,22,W,176,Digital,0.0,119
eku,22,W,176,Physical,6945.71,194
eku,22,W,180,Digital,0.0,542
eku,22,W,180,Physical,79856.28,825
eku,22,W,181,Digital,0.0,10
eku,22,W,181,Physical,0.0,15
eku,22,W,183,Digital,0.0,172
eku,22,W,183,Physical,0.0,118
eku,22,W,185,Physical,677.88,18
eku,22,W,190,Digital,0.0,20
eku,22,W,190,Physical,0.0,80
eku,22,W,20,Digital,0.0,50
eku,22,W,20,Physical,20848.81,100
eku,22,W,200,Physical,7714.3496,200
eku,22,W,205,Digital,0.0,394
eku,22,W,205,Physical,63490.03,1002
eku,22,W,210,Digital,0.0,314
eku,22,W,210,Physical,39898.28,570
eku,22,W,215,Digital,0.0,96
eku,22,W,215,Physical,9545.61,221
eku,22,W,225,Digital,0.0,172
eku,22,W,225,Physical,16539.27,438
eku,22,W,230,Digital,0.0,3118
eku,22,W,230,Physical,230507.5,4280
eku,22,W,237,Physical,1183.7999,118
eku,22,W,238,Physical,0.0,80
eku,22,W,241,Digital,12602.5,993
eku,22,W,241,Physical,52956.05,628
eku,22,W,242,Digital,0.0,79
eku,22,W,242,Physical,2000.04,187
eku,22,W,245,Physical,1050.21,55
eku,22,W,250,Digital,0.0,38
eku,22,W,250,Physical,2773.62,76
eku,22,W,255,Digital,0.0,186
eku,22,W,255,Physical,58814.7,357
eku,22,W,262,Physical,1274.25,30
eku,22,W,265,Digital,0.0,644
eku,22,W,265,Physical,25432.379,281
eku,22,W,270,Physical,4759.86,49
eku,22,W,280,Digital,899.89996,335
eku,22,W,280,Physical,323585.47,1502
eku,22,W,285,Digital,0.0,138
eku,22,W,285,Physical,25875.0,276
eku,22,W,295,Digital,0.0,201
eku,22,W,295,Physical,44850.77,571
eku,22,W,300,Digital,0.0,124
eku,22,W,300,Physical,0.0,62
eku,22,W,305,Digital,0.0,390
eku,22,W,305,Physical,21111.24,305
eku,22,W,310,Physical,12785.0,431
eku,22,W,324,Digital,0.0,26
eku,22,W,324,Physical,806.0,13
eku,22,W,33,Physical,10545.37,281
eku,22,W,330,Digital,0.0,128
eku,22,W,330,Physical,68531.3,742
eku,22,W,335,Digital,0.0,742
eku,22,W,335,Physical,85905.7,1652
eku,22,W,336,Digital,0.0,1001
eku,22,W,336,Physical,66766.55,947
eku,22,W,345,Digital,0.0,324
eku,22,W,345,Physical,20987.87,671
eku,22,W,35,Digital,0.0,192
eku,22,W,35,Physical,35544.99,624
eku,22,W,352,Physical,57565.02,302
eku,22,W,355,Physical,931.56,42
eku,22,W,357,Physical,987.80005,44
eku,22,W,364,Physical,0.0,62
eku,22,W,368,Digital,0.0,32
eku,22,W,368,Physical,34842.31,180
eku,22,W,38,Digital,0.0,86
eku,22,W,38,Physical,13425.55,594
eku,22,W,380,Physical,8070.54,140
eku,22,W,390,Physical,5171.7397,76
eku,22,W,395,Physical,399.24,18
eku,22,W,400,Digital,0.0,100
eku,22,W,400,Physical,92156.2,471
eku,22,W,412,Physical,586.56,3
eku,22,W,415,Digital,0.0,228
eku,22,W,415,Physical,11906.399,562
eku,22,W,423,Digital,0.0,136
eku,22,W,423,Physical,34040.54,279
eku,22,W,43,Digital,5399.46,54
eku,22,W,43,Physical,6767.28,80
eku,22,W,430,Digital,8938.78,723
eku,22,W,430,Physical,175630.62,1419
eku,22,W,432,Digital,0.0,164
eku,22,W,432,Physical,12571.351,183
eku,22,W,440,Digital,0.0,445
eku,22,W,440,Physical,68516.81,388
eku,22,W,447,Digital,7553.0,317
eku,22,W,447,Physical,23370.47,269
eku,22,W,45,Digital,0.0,554
eku,22,W,45,Physical,28968.77,538
eku,22,W,450,Digital,0.0,237
eku,22,W,450,Physical,50048.88,425
eku,22,W,452,Digital,0.0,26
eku,22,W,452,Physical,2421.7998,76
eku,22,W,457,Physical,359.82,18
eku,22,W,458,Physical,0.0,8
eku,22,W,459,Digital,0.0,1002
eku,22,W,459,Physical,106618.0,1040
eku,22,W,460,Digital,0.0,129
eku,22,W,460,Physical,40935.07,342
eku,22,W,467,Digital,595.0,35
eku,22,W,467,Physical,5431.11,114
eku,22,W,470,Digital,0.0,1011
eku,22,W,470,Physical,84968.305,751
eku,22,W,475,Digital,0.0,2612
eku,22,W,475,Physical,217705.05,4661
eku,22,W,484,Digital,11680.25,1192
eku,22,W,484,Physical,160213.7,1196
eku,22,W,485,Physical,991.04004,32
eku,22,W,490,Digital,0.0,709
eku,22,W,490,Physical,86020.78,1399
eku,22,W,5,Digital,6450.0,353
eku,22,W,5,Physical,52023.76,540
eku,22,W,50,Digital,0.0,196
eku,22,W,50,Physical,29985.74,447
eku,22,W,505,Digital,0.0,491
eku,22,W,505,Physical,35752.258,777
eku,22,W,510,Digital,0.0,27
eku,22,W,510,Physical,78833.04,1214
eku,22,W,520,Digital,5824.0,700
eku,22,W,520,Physical,53373.16,467
eku,22,W,530,Digital,0.0,714
eku,22,W,530,Physical,113208.78,1186
eku,22,W,535,Digital,0.0,2473
eku,22,W,535,Physical,466098.4,6311
eku,22,W,540,Digital,1001.0,141
eku,22,W,540,Physical,18788.5,132
eku,22,W,55,Physical,243.98001,11
eku,22,W,550,Digital,0.0,209
eku,22,W,550,Physical,16706.49,229
eku,22,W,555,Physical,40688.16,331
eku,22,W,557,Physical,22032.47,302
eku,22,W,567,Physical,842.84,38
eku,22,W,570,Digital,719.91,504
eku,22,W,570,Physical,80484.8,982
eku,22,W,571,Digital,1567.84,48
eku,22,W,572,Physical,66.36,4
eku,22,W,575,Digital,0.0,730
eku,22,W,575,Physical,65034.7,929
eku,22,W,580,Digital,0.0,141
eku,22,W,580,Physical,66068.234,511
eku,22,W,587,Digital,0.0,560
eku,22,W,587,Physical,1253.45,479
eku,22,W,590,Digital,0.0,227
eku,22,W,590,Physical,84718.58,727
eku,22,W,595,Digital,0.0,794
eku,22,W,595,Physical,120480.1,1214
eku,22,W,60,Physical,40195.43,711
eku,22,W,600,Digital,0.0,26
eku,22,W,600,Physical,10548.72,52
eku,22,W,626,Physical,6306.48,228
eku,22,W,627,Digital,0.0,498
eku,22,W,627,Physical,33809.68,404
eku,22,W,67,Digital,0.0,65
eku,22,W,67,Physical,0.0,147
eku,22,W,70,Digital,0.0,194
eku,22,W,70,Physical,58835.55,637
eku,22,W,75,Digital,0.0,135
eku,22,W,75,Physical,41336.25,454
eku,22,W,80,Digital,0.0,2389
eku,22,W,80,Physical,375284.78,4741
eku,22,W,88,Digital,18557.68,1974
eku,22,W,88,Physical,366025.1,3867
eku,22,W,91,Physical,46072.35,645
eku,22,W,92,Physical,1798.44,21
eku,22,W,95,Digital,799.89996,428
eku,22,W,95,Physical,69755.13,863
eku,23,A,100,Digital,2139.9001,89
eku,23,A,100,Physical,28376.111,412
eku,23,A,122,Physical,20964.86,470
eku,23,A,135,Digital,2369.0,23
eku,23,A,135,Physical,0.0,8
eku,23,A,14,Physical,0.0,2
eku,23,A,140,Physical,739.79,29
eku,23,A,145,Digital,0.0,230
eku,23,A,145,Physical,0.0,236
eku,23,A,146,Digital,0.0,138
eku,23,A,146,Physical,0.0,99
eku,23,A,148,Digital,0.0,14
eku,23,A,148,Physical,280.0,14
eku,23,A,15,Physical,45.98,4
eku,23,A,150,Digital,0.0,20
eku,23,A,150,Physical,3697.85,69
eku,23,A,160,Digital,1289.85,165
eku,23,A,160,Physical,3887.23,50
eku,23,A,162,Digital,0.0,378
eku,23,A,162,Physical,1756.6001,341
eku,23,A,170,Digital,0.0,276
eku,23,A,170,Physical,1214.31,180
eku,23,A,175,Digital,0.0,60
eku,23,A,175,Physical,6739.1997,20
eku,23,A,180,Digital,0.0,59
eku,23,A,180,Physical,3117.02,77
eku,23,A,181,Digital,0.0,56
eku,23,A,181,Physical,0.0,58
eku,23,A,183,Digital,0.0,207
eku,23,A,183,Physical,0.0,92
eku,23,A,20,Digital,0.0,18
eku,23,A,20,Physical,230.0,11
eku,23,A,200,Digital,0.0,12
eku,23,A,200,Physical,0.0,6
eku,23,A,205,Digital,0.0,186
