campus_code,adoption_type,dept_code,term_year,term_code,total_bundles,total_spend,total_savings,total_retail
261-1,FD,EDUC,23,F,102,0.0,0.0,0.0
261-1,FD,EDUC,23,W,86,0.0,0.0,0.0
261-1,FD,EDUC,24,F,77,3146.698538641144,4133.581461358856,7280.28
261-1,FD,EDUC,24,W,100,0.0,0.0,0.0
261-1,FD,EGSC,23,W,6,241.9956779998605,340.78432200013947,539.9399999999999
261-1,FD,ENGL,21,F,217,7888.037855647755,5331.192144352244,13219.23
261-1,FD,ENGL,22,A,65,170.74165084203148,354.25834915796855,525.0
261-1,FD,ENGL,22,F,206,5999.9609738890285,5128.139026110972,11128.1
261-1,FD,ENGL,22,W,130,6049.544847775323,4835.355152224675,10884.9
261-1,FD,ENGL,23,A,24,752.0524923947436,1047.9475076052563,1800.0
261-1,FD,ENGL,23,F,138,6803.458521403137,5504.041478596863,12307.5
261-1,FD,ENGL,23,W,167,8076.910002863005,6422.7599971369955,14499.67
261-1,FD,ENGL,24,A,9,276.79473716367573,398.20526283632427,675.0
261-1,FD,ENGL,24,F,243,8164.231922247051,7825.0580777529485,12444.7
261-1,FD,ENGL,24,W,149,6146.814722684753,5203.0852773152465,11349.9
261-1,FD,FINC,21,F,158,21093.469145823576,16028.210854176423,32314.2
261-1,FD,FINC,22,A,42,3794.658361650214,5360.921638349786,8618.75
261-1,FD,FINC,22,F,263,31486.386344242597,25305.133655757403,50421.78
261-1,FD,FINC,22,W,395,32365.48280216617,24168.667197833827,45637.82
261-1,FD,FINC,23,A,34,2794.1242795118255,4218.375720488174,7012.5
261-1,FD,FINC,23,F,236,18914.091345817116,17494.248654182884,31018.56
261-1,FD,FINC,23,W,271,20972.885869015692,17804.24413098431,38777.130000000005
261-1,FD,FINC,24,A,43,3671.117133641011,5197.632866358989,8868.75
261-1,FD,FINC,24,F,179,18413.201623264085,17986.198376735916,34066.06
261-1,FD,FINC,24,W,132,13572.315754033747,13652.684245966253,27225.0
261-1,FD,FREN,22,F,12,369.85690877028475,262.12309122971527,631.98
261-1,FD,FREN,23,F,182,5522.795663541841,4062.2343364581584,9585.03
261-1,FD,FREN,23,W,54,1627.1986096916482,1216.7113903083516,2843.91
261-1,FD,FREN,24,F,95,5806.524415829997,4199.825584170002,10006.35
261-1,FD,FREN,24,W,186,5608.923820023971,4186.76617997603,9795.69
261-1,FD,GEOL,21,F,264,21505.155495331004,14319.644504668993,35824.799999999996
261-1,FD,GEOL,22,A,42,0.0,0.0,0.0
261-1,FD,GEOL,22,F,277,0.0,0.0,0.0
261-1,FD,GEOL,22,W,252,20377.73913238968,13818.660867610317,34196.399999999994
261-1,FD,GEOL,23,A,108,0.0,0.0,0.0
261-1,FD,GEOL,23,F,350,0.0,0.0,0.0
261-1,FD,GEOL,23,W,544,0.0,0.0,0.0
261-1,FD,GEOL,24,A,131,447.8156661663512,884.1843338336489,1332.0
261-1,FD,GEOL,24,F,202,0.0,0.0,0.0
261-1,FD,GEOL,24,W,247,0.0,0.0,0.0
261-1,FD,GOVT,24,W,26,499.41216593861,632.8878340613901,441.73999999999995
261-1,FD,HIST,24,F,123,2022.5826449890446,2587.187355010956,4609.77
261-1,FD,HONR,24,F,8,57.82420012013347,78.09579987986652,135.92
261-1,FD,MACO,22,F,12,560.4647609924051,639.4152390075949,1199.8799999999999
261-1,FD,MACO,22,W,4,276.50723184959537,180.57276815040464,457.08
261-1,FD,MACO,23,F,30,700.5809512405064,799.2690487594936,1499.85
261-1,FD,MACO,24,W,12,268.8320362812363,331.1079637187637,599.9399999999999
261-1,FD,MATH,21,F,2113,172475.1068371712,119556.94316282881,292195.51
261-1,FD,MATH,22,A,157,11736.118223339916,10626.371776660082,22362.489999999998
261-1,FD,MATH,22,F,2520,127011.27499988688,140434.93500011312,267587.38
261-1,FD,MATH,22,W,1690,129153.90215284204,87099.06784715794,216252.97
261-1,FD,MATH,23,A,210,5227.530804012207,7352.079195987792,12579.61
261-1,FD,MATH,23,F,4167,134269.1604002483,156108.2295997517,290421.97
261-1,FD,MATH,23,W,2384,53663.14744299946,63492.33255700054,117244.64
261-1,FD,MATH,24,A,238,7968.66728170862,11823.942718291379,19792.61
261-1,FD,MATH,24,F,4715,154228.3624184089,193314.43758159108,347542.8
261-1,FD,MATH,24,W,2445,77437.97873158786,87309.85126841214,164747.83
261-1,FD,MKTG,21,F,60,1905.0440054508488,2472.0559945491514,5345.86
261-1,FD,MKTG,22,A,57,635.5825555127451,1240.667444487255,1876.25
261-1,FD,MKTG,22,F,200,2557.270108994394,3252.169891005606,7289.24
261-1,FD,MKTG,22,W,58,1046.9165999122858,1421.8334000877144,2468.75
261-1,FD,MKTG,23,A,57,625.0790082410527,1251.1709917589474,1876.25
261-1,FD,MKTG,23,F,45,634.4520883103869,846.7979116896132,1481.25
261-1,FD,MKTG,23,W,69,941.3158935941827,1329.9341064058174,2271.25
261-1,FD,MKTG,24,A,40,746.920983619242,1440.5790163807583,2187.5
261-1,FD,MKTG,24,F,283,7056.507840535078,8801.172159464919,6533.07
261-1,FD,MKTG,24,W,138,1211.5403583558216,1646.2096416441784,3766.02
261-1,FD,MNGT,21,F,116,18463.590538634184,12254.899461365816,25613.19
261-1,FD,MNGT,22,F,136,10291.878575483455,10927.621424516545,15452.36
261-1,FD,MNGT,22,W,54,7023.09429861243,4672.225701387571,11571.66
261-1,FD,MNGT,23,F,219,8418.273072548138,9368.396927451864,17786.670000000002
261-1,FD,MNGT,23,W,67,4627.123257648853,4405.476742351147,9100.0
261-1,FD,MNGT,24,A,26,822.7043732520158,960.1156267479839,1782.8199999999997
261-1,FD,MNGT,24,F,168,9847.313040090283,7865.886959909716,17713.2
261-1,FD,MNGT,24,W,333,16524.731138332158,18179.508861667844,27203.480000000003
261-1,FD,MUS,21,F,15,570.7264452839053,760.5235547160948,1331.25
261-1,FD,MUS,22,A,26,1899.5309579105553,1716.0290420894448,3615.56
261-1,FD,MUS,22,F,251,20315.172596785425,14588.887403214576,34904.06
261-1,FD,MUS,23,F,223,13470.572595249978,16163.04740475002,29633.62
261-1,FD,MUS,23,W,150,11730.66375009002,8854.17624990998,20584.84
261-1,FD,MUS,24,A,25,1333.4616297136151,1989.2883702863846,3322.75
261-1,FD,MUS,24,F,150,8993.725915886267,10942.774084113731,19936.5
261-1,FD,MUS,24,W,308,18432.542296297335,19351.387703702665,37783.93
261-1,FD,NURS,24,F,253,3357.0778898782482,3521.992110121749,33838.75
261-1,FD,OIS,21,F,511,64303.84137176173,39357.61862823828,103661.46
261-1,FD,OIS,22,A,28,3052.499170331274,2627.5808296687264,5680.08
261-1,FD,OIS,22,F,1004,40953.94323799731,48151.05676200269,89105.0
261-1,FD,OIS,22,W,480,60728.93118450369,36643.86881549632,97372.8
261-1,FD,OIS,23,A,30,2258.425333579171,3066.574666420829,5325.0
261-1,FD,OIS,23,F,420,34149.64788912589,40400.35211087411,74550.0
261-1,FD,OIS,23,W,474,38638.54703740395,45496.45296259605,84135.0
261-1,FD,OIS,24,A,35,2624.631395846324,3587.868604153676,6212.5
261-1,FD,OIS,24,F,435,35508.31915582642,41704.18084417358,77212.5
261-1,FD,OIS,24,W,357,29148.431332709955,34219.06866729004,63367.5
261-1,FD,PHYS,24,F,66,1661.7645999903752,950.5154000096247,4620.0
261-1,FD,PSYC,21,F,162,12089.472671340818,12560.187328659182,24649.66
261-1,FD,PSYC,22,F,46,4775.172634603968,5227.987365396031,6670.0
261-1,FD,PSYC,23,F,62,2129.3968248129268,2365.6031751870732,4495.0
261-1,FD,PSYC,23,W,120,4164.1179703053285,4534.282029694671,5800.0
261-1,FD,PSYC,24,F,825,63505.32159356224,52885.97840643776,115087.02
261-1,FD,PSYC,24,W,41,0.0,0.0,0.0
261-1,FD,QBA,21,F,295,35181.17153502071,30140.67846497929,65321.85
261-1,FD,QBA,22,A,30,1780.4477139564688,2162.4522860435313,3942.9
261-1,FD,QBA,22,F,427,37469.04207547127,25847.187924528735,63316.23
261-1,FD,QBA,22,W,290,23607.670541904055,19937.719458095948,64214.700000000004
261-1,FD,QBA,23,F,255,2122.5473122127255,1399.0026877872745,3521.55
261-1,FD,QBA,23,W,282,32530.795171215243,22490.90482878476,55021.700000000004
261-1,FD,QBA,24,A,93,2413.937456913011,3013.312543086989,5427.25
261-1,FD,QBA,24,F,331,21495.127082352297,15452.8829176477,36948.01
261-1,FD,QBA,24,W,113,4316.705554727048,3710.7944452729516,8027.5
261-1,FD,SOCI,21,F,25,1293.939269603461,848.8107303965387,2142.75
261-1,FD,SOCI,22,F,44,485.08993258441586,680.9100674155842,1166.0
261-1,FD,SOCI,23,F,40,112.82974494896125,157.17025505103874,270.0
261-1,FD,SOCI,23,W,56,154.32854386342257,223.67145613657743,378.0
261-1,FD,SOCI,24,F,13,210.39796624123153,296.60203375876847,507.0
261-1,FD,SOCI,24,W,100,288.12952748094176,386.87047251905824,675.0
261-1,FD,SPAN,22,F,84,1687.791493709338,1659.7085062906617,3347.5
261-1,FD,SPAN,22,W,23,2043.9545623843171,1340.2654376156825,3384.22
261-1,FD,SPAN,23,F,236,3346.4805063049484,3013.8994936950517,6360.38
261-1,FD,SPAN,23,W,72,2589.549680322376,2587.9503196776236,5177.5
261-1,FD,SPAN,24,A,32,2297.204776109652,1820.0752238903478,4117.28
261-1,FD,SPAN,24,F,277,24149.57002713864,15456.949972861357,39606.52
261-1,FD,SPAN,24,W,137,713.569693798479,779.7903062015209,1493.36
261-1,RQ,ACCT,21,F,576,51846.81682684406,44382.96317315595,101014.96
261-1,RQ,ACCT,22,F,313,19142.0302456242,14737.659754375802,39857.82
261-1,RQ,ACCT,22,W,221,16142.346559065605,12608.683440934396,33098.29
261-1,RQ,ACCT,23,A,17,967.7818787485346,1323.4781212514654,2695.69
261-1,RQ,ACCT,23,F,127,3982.4302848093835,3214.479715190618,8467.13
261-1,RQ,ACCT,23,W,183,10070.89226147845,8362.017738521552,21686.35
261-1,RQ,ACCT,24,F,22,0.0,0.0,0.0
261-1,RQ,ACCT,24,W,119,697.82427546808,650.8157245319201,1348.64
261-1,RQ,AHSC,21,F,569,33778.103053056766,26242.366946943235,70252.21
261-1,RQ,AHSC,22,A,107,4527.339688091922,5445.090311908079,11732.52
261-1,RQ,AHSC,22,F,271,13524.271532495482,9903.97846750452,24027.09
261-1,RQ,AHSC,22,W,434,22541.24478019702,17150.725219802982,46697.03
261-1,RQ,AHSC,23,A,128,5801.009753444107,7008.950246555893,15071.09
261-1,RQ,AHSC,23,F,267,14999.855168051496,11448.314831948504,30300.05
261-1,RQ,AHSC,23,W,320,20255.634925551545,15671.785074448457,42268.08
261-1,RQ,AHSC,24,A,95,4798.712056353852,5301.397943646149,11882.609999999999
261-1,RQ,AHSC,24,F,268,14724.65943632801,11087.720563671992,30368.23
261-1,RQ,AHSC,24,W,301,17220.099546914127,12880.840453085875,35413.33
261-1,RQ,ART,23,F,65,0.0,0.0,0.0
261-1,RQ,ASTR,21,F,278,18676.435014969822,14191.504985030177,19333.510000000002
261-1,RQ,ASTR,22,F,250,13498.942955752165,10226.057044247837,13956.25
261-1,RQ,ASTR,22,W,112,4151.266470262054,3107.453529737946,8540.0
261-1,RQ,ASTR,23,F,254,13686.512057207246,10418.087942792756,14179.550000000001
261-1,RQ,ASTR,23,W,216,11664.622604896193,8833.777395103809,12058.2
261-1,RQ,ASTR,24,W,410,22153.62535869677,16755.37464130323,22888.25
261-1,RQ,ATTR,22,F,36,2733.7056769696815,2111.534323030319,5700.24
261-1,RQ,ATTR,22,W,78,5972.713799144112,4525.306200855887,12350.52
261-1,RQ,ATTR,23,W,48,3637.8430694296035,2822.4769305703967,7600.32
261-1,RQ,ATTR,24,F,41,2822.7595369912083,2201.190463008792,5910.5
261-1,RQ,ATTR,24,W,45,3363.898347237313,2692.6516527626873,7125.3
261-1,RQ,BIOL,21,F,1974,77993.95801671772,59539.54198328229,141354.92
261-1,RQ,BIOL,22,A,62,1899.646376422039,2317.3536235779607,4583.24
261-1,RQ,BIOL,22,F,1488,75623.62426022207,57224.67573977793,122815.20999999999
261-1,RQ,BIOL,22,W,2199,91449.68431515108,70323.00568484892,129101.29
261-1,RQ,BIOL,23,A,34,1453.146097824967,1928.583902175033,3638.2599999999998
261-1,RQ,BIOL,23,F,805,49738.229822448884,38837.35017755112,79164.3
261-1,RQ,BIOL,23,W,1307,87576.82270067706,68945.90729932293,117533.45999999999
261-1,RQ,BIOL,24,A,21,862.9747358201854,976.0152641798146,1974.51
261-1,RQ,BIOL,24,F,741,45573.40732160136,34688.29267839864,66164.08
261-1,RQ,BIOL,24,W,716,48827.78479563897,38194.68520436103,62184.74
261-1,RQ,BSAD,21,F,594,37739.621038529454,28984.798961470544,65478.95
261-1,RQ,BSAD,22,A,17,0.0,0.0,0.0
261-1,RQ,BSAD,22,F,288,3703.406417705955,2904.8435822940446,7135.47
261-1,RQ,BSAD,22,W,337,10705.132552142179,8664.76744785782,22112.78
261-1,RQ,BSAD,23,F,267,2976.346237724192,2282.1937622758073,5639.31
261-1,RQ,BSAD,23,W,291,2628.930082247695,1920.7199177523048,4549.65
261-1,RQ,BSAD,24,A,16,0.0,0.0,0.0
261-1,RQ,BSAD,24,F,102,3563.4823776678672,2993.8576223321325,7714.68
261-1,RQ,BSAD,24,W,298,2120.4919459248167,1519.228054075183,3639.7200000000003
261-1,RQ,CHEM,21,F,1228,60750.71691499977,49360.98308500023,112168.36
261-1,RQ,CHEM,22,A,139,5294.528414796164,7072.051585203836,10539.69
261-1,RQ,CHEM,22,F,1277,66626.51781192792,56931.76218807208,106791.07
261-1,RQ,CHEM,22,W,1144,41504.499716914936,33964.180283085065,85678.31
261-1,RQ,CHEM,23,A,62,2102.4927845347793,2784.177215465221,4729.59
261-1,RQ,CHEM,23,F,1351,49664.30512810937,40377.37487189063,80806.37
261-1,RQ,CHEM,23,W,976,36726.36257795366,30717.347422046343,55876.840000000004
261-1,RQ,CHEM,24,A,8,47.60563851131834,51.95436148868166,117.12
261-1,RQ,CHEM,24,F,821,41420.076938011916,34471.13306198809,68027.41
261-1,RQ,CHEM,24,W,599,21689.732795256325,18487.007204743677,35119.36
261-1,RQ,CIS,21,F,167,7420.886395957139,5994.20360404286,15782.23
261-1,RQ,CIS,22,A,28,0.0,0.0,0.0
261-1,RQ,CIS,22,F,69,1758.9977487937658,1555.2622512062342,3899.12
261-1,RQ,CIS,22,W,159,3815.831893042672,3029.688106957328,8053.65
261-1,RQ,CIS,23,A,30,2199.962090587791,2945.0379094122086,6052.799999999999
261-1,RQ,CIS,23,F,193,3195.4988614815043,2477.1011385184956,6247.54
261-1,RQ,CIS,23,W,176,4186.257211729337,3365.7927882706636,8884.89
261-1,RQ,CIS,24,F,84,3564.6420164789843,2907.057983521016,7613.780000000001
261-1,RQ,CIS,24,W,230,1347.7507751629396,1010.6392248370603,2358.39
261-1,RQ,CMPS,22,W,9,732.7990544954239,579.0109455045761,1543.29
261-1,RQ,CMPS,23,W,9,675.732107443928,570.0578925560719,1465.6299999999999
261-1,RQ,CMPS,24,F,6,422.2878127298479,320.2121872701522,873.54
261-1,RQ,CMPS,24,W,7,605.4311928189564,491.88880718104343,1290.9399999999998
261-1,RQ,COMD,21,F,221,16484.57258321799,12412.987416782013,24539.43
261-1,RQ,COMD,22,A,41,1219.9402286706081,1482.6497713293923,3179.5299999999997
261-1,RQ,COMD,22,F,272,23347.365159162717,18203.30484083728,32940.72
261-1,RQ,COMD,22,W,206,11596.145287137064,8761.044712862937,23949.59
261-1,RQ,COMD,23,A,32,741.738663076514,937.2013369234865,1975.1999999999998
261-1,RQ,COMD,23,F,244,19557.45284927855,14415.12715072145,27441.64
261-1,RQ,COMD,23,W,258,24475.388753385363,18655.25124661464,34429.08
261-1,RQ,COMD,24,A,28,422.9095028454342,476.620497154566,1058.23
261-1,RQ,COMD,24,F,216,18607.74166585011,13816.848334149892,28768.96
261-1,RQ,COMD,24,W,192,18245.808201634616,14034.241798365385,25935.96
261-1,RQ,COUN,21,F,363,0.0,0.0,0.0
261-1,RQ,COUN,22,A,197,0.0,0.0,0.0
261-1,RQ,COUN,22,F,489,0.0,0.0,0.0
261-1,RQ,COUN,22,W,497,0.0,0.0,0.0
261-1,RQ,COUN,23,A,199,0.0,0.0,0.0
261-1,RQ,COUN,23,F,373,0.0,0.0,0.0
261-1,RQ,COUN,23,W,436,0.0,0.0,0.0
261-1,RQ,COUN,24,A,198,0.0,0.0,0.0
261-1,RQ,COUN,24,F,456,857.8565966418198,674.3234033581803,1802.58
261-1,RQ,COUN,24,W,408,0.0,0.0,0.0
261-1,RQ,CRJU,21,F,314,24391.5542701272,19932.565729872804,50497.16
261-1,RQ,CRJU,22,A,16,486.91337281877514,638.4866271812248,1324.0
261-1,RQ,CRJU,22,F,278,14488.374074715737,11586.815925284262,24982.89
261-1,RQ,CRJU,22,W,151,11734.503701190913,9477.836298809088,23568.3
261-1,RQ,CRJU,23,A,22,917.1278558648169,1204.472144135183,2496.0
261-1,RQ,CRJU,23,F,202,13867.31411703226,11247.90588296774,24042.39
261-1,RQ,CRJU,23,W,236,10069.319836689161,7963.030163310838,20785.27
261-1,RQ,CRJU,24,A,16,662.3497480399052,796.2502519600948,1716.0
261-1,RQ,CRJU,24,F,187,11659.334534325279,9587.685465674722,23417.95
261-1,RQ,CRJU,24,W,216,13668.055803157778,10853.30419684222,28056.16
261-1,RQ,CULA,21,F,467,34156.72117804705,26875.528821952954,67946.41
261-1,RQ,CULA,22,A,62,3377.9913920957433,4188.748607904257,8902.0
261-1,RQ,CULA,22,F,498,29372.914211654155,22663.71578834585,61219.33
261-1,RQ,CULA,22,W,304,19905.462720067095,15454.527279932907,40599.950000000004
261-1,RQ,CULA,23,A,48,2720.175370812877,3519.164629187124,7340.42
261-1,RQ,CULA,23,F,533,36360.49299296855,28147.71700703145,75891.95
261-1,RQ,CULA,23,W,285,16206.72495929414,12700.685040705863,33071.3
261-1,RQ,CULA,24,A,56,2704.458287646426,3436.2217123535747,7224.32
261-1,RQ,CULA,24,F,533,36327.76939839585,28509.77060160415,76279.42
261-1,RQ,CULA,24,W,356,18618.3168366761,14731.263163323905,38172.36
261-1,RQ,DIET,21,F,353,19369.404524478963,15876.215475521036,38179.76
261-1,RQ,DIET,22,A,40,3967.5356336121176,5087.584366387882,10653.24
261-1,RQ,DIET,22,F,326,21261.52126081243,17819.65873918757,42152.65
261-1,RQ,DIET,22,W,253,13133.933191964003,11227.646808035997,28660.94
261-1,RQ,DIET,23,A,46,2829.3379483197614,3549.3820516802384,7504.4800000000005
261-1,RQ,DIET,23,F,371,21923.461452571446,17941.268547428554,45870.35
261-1,RQ,DIET,23,W,287,14371.75420880091,12378.985791199091,31471.69
261-1,RQ,DIET,24,A,73,2124.7311492393883,2599.2488507606117,5557.68
261-1,RQ,DIET,24,F,256,24892.048016990262,19284.14198300974,40647.65
261-1,RQ,DIET,24,W,179,13312.450661013052,11127.27933898695,28752.87
261-1,RQ,ECON,21,F,479,19709.878037692444,17034.501962307557,40118.96
261-1,RQ,ECON,22,A,41,1756.801607734396,2344.9583922656043,4825.6
261-1,RQ,ECON,22,F,356,6673.9600155276285,5512.989984472374,13468.230000000001
261-1,RQ,ECON,22,W,441,18108.33586627771,14398.834133722292,34962.33
261-1,RQ,ECON,23,A,4,0.0,0.0,0.0
261-1,RQ,ECON,23,F,146,0.0,0.0,0.0
261-1,RQ,ECON,23,W,456,9682.538466043408,7790.0815339565925,20597.72
261-1,RQ,ECON,24,A,12,102.68309581082548,120.1569041891745,222.84
261-1,RQ,ECON,24,F,104,0.0,0.0,0.0
261-1,RQ,ECON,24,W,241,1238.642538564462,896.9074614355379,2135.55
261-1,RQ,EDCI,21,F,222,0.0,0.0,0.0
261-1,RQ,EDCI,22,A,29,0.0,0.0,0.0
261-1,RQ,EDCI,22,F,89,0.0,0.0,0.0
261-1,RQ,EDCI,22,W,110,0.0,0.0,0.0
261-1,RQ,EDCI,23,A,20,0.0,0.0,0.0
261-1,RQ,EDCI,23,F,119,0.0,0.0,0.0
261-1,RQ,EDCI,23,W,77,0.0,0.0,0.0
261-1,RQ,EDCI,24,A,23,0.0,0.0,0.0
261-1,RQ,EDCI,24,F,108,0.0,0.0,0.0
261-1,RQ,EDCI,24,W,161,0.0,0.0,0.0
261-1,RQ,EDFR,21,F,65,0.0,0.0,0.0
261-1,RQ,EDFR,22,A,21,0.0,0.0,0.0
261-1,RQ,EDFR,22,F,47,0.0,0.0,0.0
261-1,RQ,EDFR,22,W,1,0.0,0.0,0.0
261-1,RQ,EDFR,23,A,2,0.0,0.0,0.0
261-1,RQ,EDFR,23,F,45,0.0,0.0,0.0
261-1,RQ,EDLE,21,F,70,0.0,0.0,0.0
261-1,RQ,EDLE,22,A,49,0.0,0.0,0.0
261-1,RQ,EDLE,22,F,42,0.0,0.0,0.0
261-1,RQ,EDLE,22,W,69,0.0,0.0,0.0
261-1,RQ,EDLE,23,A,60,0.0,0.0,0.0
261-1,RQ,EDLE,23,F,81,0.0,0.0,0.0
261-1,RQ,EDLE,23,W,21,0.0,0.0,0.0
261-1,RQ,EDLE,24,A,51,0.0,0.0,0.0
261-1,RQ,EDLE,24,F,90,0.0,0.0,0.0
261-1,RQ,EDLE,24,W,38,0.0,0.0,0.0
261-1,RQ,EDUC,21,F,231,11233.817762383005,8745.652237616994,23505.21
261-1,RQ,EDUC,22,A,28,974.1277006176937,1206.0722993823065,2564.88
261-1,RQ,EDUC,22,F,145,4775.0636826179425,3563.606317382057,9810.14
261-1,RQ,EDUC,22,W,153,4378.331568126872,3325.6784318731275,9063.33
261-1,RQ,EDUC,23,A,18,0.0,0.0,0.0
261-1,RQ,EDUC,23,F,261,6245.218191203869,4889.90180879613,13100.1
261-1,RQ,EDUC,23,W,170,4829.589771714315,3603.8802282856846,9921.51
261-1,RQ,EDUC,24,A,9,0.0,0.0,0.0
261-1,RQ,EDUC,24,F,280,10315.961640341973,8523.468359658027,16887.9
261-1,RQ,EDUC,24,W,198,5495.714292954055,4386.635707045945,11626.27
261-1,RQ,EGSC,21,F,11,314.332291111892,273.39770888810796,691.46
261-1,RQ,EGSC,22,F,14,402.232362709672,345.787637290328,880.04
261-1,RQ,EGSC,22,W,26,1400.6723652281555,1124.7076347718444,4009.0699999999997
261-1,RQ,EGSC,23,F,35,1009.5648924808306,860.4851075191693,2200.1
261-1,RQ,EGSC,23,W,6,317.918274879617,264.86172512038297,685.62
261-1,RQ,EGSC,24,F,23,757.645969026287,582.794030973713,1577.11
261-1,RQ,ENGL,21,F,2558,85494.82240529635,62339.35759470365,74222.13
261-1,RQ,ENGL,22,A,374,8944.88555278103,11299.02444721897,10422.68
261-1,RQ,ENGL,22,F,2275,79133.06826231092,57359.111737689076,67868.93
261-1,RQ,ENGL,22,W,2419,81493.28490837172,59312.88509162829,62389.65
261-1,RQ,ENGL,23,A,244,4877.30929596852,5951.0007040314795,4635.09
261-1,RQ,ENGL,23,F,1880,74975.66895696116,54952.65104303884,53697.93
261-1,RQ,ENGL,23,W,2105,84373.06398292865,60619.00601707135,48839.56
261-1,RQ,ENGL,24,A,295,5733.182663896361,7243.757336103639,5387.16
261-1,RQ,ENGL,24,F,2015,61676.998245651645,45947.461754348355,58090.64
261-1,RQ,ENGL,24,W,1856,77622.20806447821,58083.97193552179,53748.03
261-1,RQ,FCED,21,F,58,2046.439774351043,1731.2802256489567,4215.66
261-1,RQ,FCED,22,F,35,1660.5959451128665,1382.4040548871335,3580.0
261-1,RQ,FCED,22,W,42,1866.509007378059,1567.490992621941,4040.0
261-1,RQ,FCED,23,F,21,723.6864948056979,525.8135051943021,1470.0
261-1,RQ,FCED,23,W,32,1489.8396924265146,1391.6603075734854,3390.0
261-1,RQ,FCED,24,F,29,989.5805872169892,735.9194127830108,2030.0
261-1,RQ,FCED,24,W,33,1950.6762046548108,1652.263795345189,4238.88
261-1,RQ,FINC,21,F,545,46139.49642581851,37033.163574181504,84744.87
261-1,RQ,FINC,22,A,86,5156.526646838677,7037.403353161326,14345.759999999998
261-1,RQ,FINC,22,F,151,16581.424352203863,13286.575647796142,35138.479999999996
261-1,RQ,FINC,22,W,287,19418.19313411157,16551.506865888437,42317.6
261-1,RQ,FINC,23,A,88,4181.013033317875,5711.916966682127,11638.76
261-1,RQ,FINC,23,F,179,18375.858001207736,14944.471998792265,39200.2
261-1,RQ,FINC,23,W,140,9397.147822090246,7788.052177909755,20217.6
261-1,RQ,FINC,24,A,53,2279.592639485896,2875.9673605141043,6065.28
261-1,RQ,FINC,24,F,200,17163.994629509678,13555.465370490325,36140.479999999996
261-1,RQ,FINC,24,W,140,7344.204773855024,6066.685226144978,15777.32
261-1,RQ,FREN,21,F,63,146.1460192151494,98.55398078485061,250.7
261-1,RQ,FREN,22,W,76,7760.02053970124,6198.059460298761,14478.82
261-1,RQ,FREN,23,F,8,279.69436982972934,216.3856301702707,583.6
261-1,RQ,GEOG,21,F,38,2777.129762270053,2373.010237729947,6059.099999999999
261-1,RQ,GEOG,24,W,23,893.6507912030773,728.9992087969226,1909.0
261-1,RQ,GEOL,21,F,82,2527.707332078243,2082.0026679217567,5422.95
261-1,RQ,GEOL,22,A,15,368.5853143525215,485.06468564747837,1004.25
261-1,RQ,GEOL,22,F,65,2071.151377798455,1627.9986222015445,4351.75
261-1,RQ,GEOL,22,W,82,2889.141830878484,2237.288169121516,6030.96
261-1,RQ,GEOL,23,F,2,29.92174272903334,29.578257270966656,70.0
261-1,RQ,GEOL,23,W,10,393.38272717700454,279.2972728229955,791.42
261-1,RQ,GEOL,24,F,66,0.0,0.0,0.0
261-1,RQ,GEOM,21,F,40,3083.7275804740475,2682.062419525952,5900.8099999999995
261-1,RQ,GEOM,22,F,42,2576.5847723673373,2169.1752276326624,5031.639999999999
261-1,RQ,GEOM,22,W,43,3967.050112276935,3422.9698877230644,7794.71
261-1,RQ,GEOM,23,F,29,873.3638312583269,879.596168741673,1992.8
261-1,RQ,GEOM,23,W,37,3482.892438945346,3144.1575610546543,6438.78
261-1,RQ,GEOM,24,F,68,2344.008577379183,2193.8514226208167,4886.7
261-1,RQ,GEOM,24,W,11,217.5603135930571,297.4196864069429,605.8499999999999
261-1,RQ,GOVT,21,F,418,19164.700383019972,15072.809616980028,30971.42
261-1,RQ,GOVT,22,A,54,1470.760280878905,2059.2197191210953,1384.2
261-1,RQ,GOVT,22,F,306,8049.459138685644,6193.930861314357,11375.9
261-1,RQ,GOVT,22,W,268,16191.660106602723,12290.069893397278,25933.92
261-1,RQ,GOVT,23,A,58,1914.2154783138064,2096.1345216861937,2103.2
261-1,RQ,GOVT,23,F,331,8732.634108022721,6303.69589197728,10278.460000000001
261-1,RQ,GOVT,23,W,270,11384.59022177635,8536.359778223648,15406.5
261-1,RQ,GOVT,24,A,26,891.7853408080925,1160.9846591919074,2415.07
261-1,RQ,GOVT,24,F,278,6567.105225300776,5129.524774699224,9242.93
261-1,RQ,GOVT,24,W,211,9073.979253464477,6791.710746535523,11440.44
261-1,RQ,HEAD,21,F,59,0.0,0.0,0.0
261-1,RQ,HEAD,22,F,16,0.0,0.0,0.0
261-1,RQ,HEAD,22,W,42,0.0,0.0,0.0
261-1,RQ,HEAD,23,F,19,0.0,0.0,0.0
261-1,RQ,HEAD,23,W,26,0.0,0.0,0.0
261-1,RQ,HEAD,24,F,28,0.0,0.0,0.0
261-1,RQ,HEAD,24,W,34,0.0,0.0,0.0
261-1,RQ,HIST,21,F,1529,51256.48491172533,38628.72508827467,100793.37
261-1,RQ,HIST,22,A,63,1746.0414640095944,2141.798535990406,4573.74
261-1,RQ,HIST,22,F,1241,47839.86272926833,37507.977270731666,98855.28
261-1,RQ,HIST,22,W,998,37010.40065776679,29233.88934223321,73329.98
