campus_code,sis_user_id,dept_code,adoption_type,target,retail_new,bundle_discount_pct,is_stem_dept,is_ebook,student_type_score,title,author,isbn,term_year,term_code,prob_optin,prediction,actual_price,expected_spend,potential_savings,count
577-1,11019311,COUN,RQ,1,0.0,0.0,0,0,1.0,FOUNDATIONS OF ADDICTIONS COUNSELING,CAPUZZI,9780135166932,22,A,0.4444527049840562,0,0.0,0.0,0.0,1
576-1,11017988,LAW,RQ,0,0.0,0.0,0,0,0.5,BASIC CRIMINAL PROCEDURE,KAMISAR,9781683289890,21,F,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,10984817,COUN,RQ,0,0.0,0.0,0,0,1.0,COUNSELING THE CULTURALLY DIVERSE,SUE,9781119448242,21,F,0.4444527049840562,0,0.0,0.0,0.0,1
577-1,11038975,THPT,RQ,1,0.0,0.0,0,0,1.0,INTRO.TO CHRISTIAN WORSHIP-REV+EXPANDED,WHITE,9780687091096,23,W,0.4444527049840562,0,0.0,0.0,0.0,1
577-1,11022239,NURA,RQ,1,0.0,0.0,0,0,1.0,MEDICAL-SURGICAL...-COURSEPT.+ ENH.,HINKLE,9781975124465,21,F,0.4444527049840562,0,0.0,0.0,0.0,1
577-1,11054405,BUS,RQ,0,0.0,0.0,0,0,1.0,HUMAN RESOURCE MANAGEMENT,VALENTINE,9780357033852,23,A,0.4444527049840562,0,0.0,0.0,0.0,1
577-1,11029036,NURA,RQ,0,0.0,0.0,0,0,1.0,HEALTH ASSESS.IN NURS.-LAB MAN.(9529X),WEBER,9781451195293,21,F,0.4444527049840562,0,0.0,0.0,0.0,1
577-1,11023341,PA,RQ,1,0.0,0.0,0,0,0.5,ATLAS OF HUMAN ANATOMY-W/ACCESS,NETTER,9780323393225,22,W,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,10939696,PT,RQ,1,0.0,0.0,0,0,0.5,ESSEN.OF CARDIOPULMONARY PHYS.THERAPY,HILLEGASS,9780323430548,22,W,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11032073,ORGD,RQ,0,0.0,0.0,0,0,0.5,CREATING YOUR STRATEGIC PLAN-WKBK,BRYSON,9780470405352,23,W,0.3231532598256984,0,0.0,0.0,0.0,1
8304-01-01 00:00:00,B0000062940,CIS,RQ,1,0.0,0.0,0,0,1.0,MANAGEMENT INFORMATION SYSTEMS: MANAGIN,LAUDON,9780135790939,21,F,0.4444527049840562,0,0.0,0.0,0.0,1
8304-01-01 00:00:00,B0000082414,CHE,RQ,1,161.2,0.1499999999999998,0,0,1.0,MICROSCALE APPR.TO ORGANIC LAB.TECH.,PAVIA,9781305968349,24,W,0.5695208905276865,1,137.02,78.0357524201036,58.9842475798964,1
576-1,11019488,LAW,RQ,1,0.0,0.0,0,0,0.5,"UNDERSTANDING CRIMINAL PROCEDURE,VOL.1",DRESSLER,9781531021535,22,F,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11041600,NUR,RQ,0,0.0,0.0,0,0,1.0,PUBL.MAN.OF AM.PSYCH.ASSOC. (PB),AM.PSYCH.ASSN.,9781433832161,23,A,0.4444527049840562,0,0.0,0.0,0.0,1
8304-01-01 00:00:00,B0000074795,ECO,RQ,1,325.52,0.1500061440157286,0,0,1.0,PRIN.OF MICROECONOMICS,MANKIW,9780357133484,23,W,0.5642293665889564,1,276.69000000000005,156.11662344149838,120.57337655850168,1
577-1,11029682,THPT,RQ,0,0.0,0.0,0,0,0.5,WE HAVE THIS MINISTRY,PROCTOR,9780817012489,24,W,0.3231532598256984,0,0.0,0.0,0.0,1
8304-01-01 00:00:00,B0000092523,HIS,RQ,0,0.0,0.0,0,0,1.0,THESE TRUTHS:,LEPORE,8220130942618,23,F,0.4444527049840562,0,0.0,0.0,0.0,1
577-1,11018089,NUR,RQ,1,192.0,,0,0,1.0,COMMUNITY+PUBLIC HEALTH NURS.-ACCESS,DEMARCO,9781975132552,23,W,0.5619762221755968,1,192.0,107.8994346577146,84.1005653422854,1
8304-01-01 00:00:00,B0000086739,ENG,RQ,1,,0.0,0,0,1.0,LITERATURE,KENNEDY,9780134668468,23,W,0.4444527049840562,0,,,,1
577-1,11036359,EDUC,RQ,0,0.0,0.0,0,0,0.5,CULTURALLY SUSTAINING PEDAGOGIES,PARIS,9780807758335,22,A,0.3231532598256984,0,0.0,0.0,0.0,1
576-1,10987952,LAW,RQ,0,0.0,0.0,0,0,0.5,EVIDENCE LAW+PRACTICE,FRIEDLAND,9781531011833,24,W,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11003538,BUS,RQ,0,0.0,0.0,0,0,0.5,HUMAN CAPITAL MANAGMENT,FLATWORLD,9781453336939,22,F,0.3231532598256984,0,0.0,0.0,0.0,1
576-1,11016071,BUS,RQ,1,314.08,0.1499936321956188,0,0,1.0,LEGAL ENVIRONMENT OF BUSINESS,CROSS,9780357129760,22,W,0.5357255371886778,1,266.97,143.02264666326133,123.94735333673871,1
577-1,11029328,PHA,RQ,1,0.0,0.0,0,0,0.5,FOYE'S PRIN.OF MEDICINAL CHEMISTRY,ROCHE,9781496385024,23,F,0.3231532598256984,0,0.0,0.0,0.0,1
8304-01-01 00:00:00,B0000085023,ACT,RQ,1,,0.0,0,0,1.0,FINANCIAL+MANAG.ACCT.,WILD,9781260728774,24,W,0.4444527049840562,0,,,,1
577-1,10960946,MGT,RQ,1,,0.0,0,0,1.0,LEADERSHIP IN ORGANIZATIONS,YUKL,9780134895130,24,W,0.4444527049840562,0,,,,1
576-1,11053668,LAW,RQ,0,0.0,0.0,0,0,0.5,JUST MERCY:STORY OF JUSTICE+REDEMPTION,STEVENSON,9780812984965,24,W,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11040393,COUN,RQ,1,0.0,0.0,0,0,0.5,PLAY THERAPY:ART OF THE RELATIONSHIP,LANDRETH,9781032186955,24,F,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11015974,BUS,RQ,1,0.0,0.0,0,0,0.5,STRATEGIC MANAGEMENT FOR RESULTS (LL),BRENNAN,9781626613591,22,A,0.3231532598256984,0,0.0,0.0,0.0,1
8304-01-01 00:00:00,B0000080441,HEA,RQ,1,135.7,,0,0,1.0,HEALTH:THE BASICS..-MOD.MASTERINGHEALTH,DONATELLE,9780134842776,22,W,0.562584565159233,1,135.7,76.34272549210792,59.35727450789207,1
577-1,11039648,PA,RQ,1,0.0,0.0,0,0,0.5,MOORE'S ESSEN.CLINICAL ANATOMY-W/ACCESS,AGUR,9781496369659,23,W,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11029698,NUR,RQ,1,251.41,,0,0,1.0,DOCUCARE-ACCESS (18 MONTH),LIPPINCOTT,9781451191370,22,W,0.5669202697297349,1,251.41,142.52942501275263,108.88057498724736,1
576-1,11026034,WGS,RQ,1,18.0,-4.902222222222222,0,0,1.0,THOUSAND SPLENDID SUNS,HOSSEINI,9781594483851,21,F,0.5976253205839508,1,106.24,63.49171405883893,42.748285941161065,1
576-1,11055152,LAW,RQ,1,0.0,0.0,0,0,0.5,CONTRACTS:TRANSACTIONS+LITIGATION,KUNEY,9781684674558,23,F,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,10959774,PHA,RQ,1,0.0,0.0,0,0,0.5,CONCEPTS IN CLINICAL PHARMACOKINETICS,SOUTHWOOD,9781585285914,22,W,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11012812,PHA,RQ,0,0.0,0.0,0,0,0.5,COMMUNICATION SKILLS FOR PHARMACISTS,BERGER,9781582121321,24,W,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11009095,BAA,RQ,0,0.0,0.0,0,0,0.5,MODERN PRINCIPLES OF ECONOMICS,COWEN,9781319245399,22,A,0.3231532598256984,0,0.0,0.0,0.0,1
576-1,11017122,LAW,RQ,0,0.0,0.0,0,0,0.5,CONTRACTS:TRANSACTIONS+LITIGATION,KUNEY,9781684674558,24,F,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11033392,BUS,RQ,1,0.0,0.0,0,0,1.0,GLOBAL BUSINESS TODAY-CONNECT ACCESS,MCGRAW HILL,8220123694326,22,F,0.4444527049840562,0,0.0,0.0,0.0,1
577-1,11010535,BUS,RQ,1,0.0,0.0,0,1,0.5,EBK CB >STUDENT ED<,BABIN,9781337516501,23,A,0.1757463972616292,0,0.0,0.0,0.0,1
577-1,11029934,NUR,RQ,1,365.7,,0,0,1.0,BRUNNER+.TXBK.OF MED.-SURG...-COURSEPT+,HINKLE,9781975186777,24,W,0.609274975487348,1,365.7,222.81185853572316,142.88814146427683,1
577-1,11010165,NURA,RQ,0,0.0,0.0,0,0,1.0,HEALTH ASSESSMENT IN NURS.-COURSEPT.ENH,WEBER,9781975187552,22,W,0.4444527049840562,0,0.0,0.0,0.0,1
577-1,11038977,THBL,RQ,1,0.0,0.0,0,0,1.0,BIBLICAL HEBREW,DECLAISSE-WALF,9780827202313,22,F,0.4444527049840562,0,0.0,0.0,0.0,1
576-1,11022868,CHM,RQ,1,35.7,-4.499719887955181,0,0,1.0,MAKING THE CONNECTIONS 3,PADIAS,9780738074368,22,F,0.5889282486792942,1,196.33999999999997,115.6301723456926,80.70982765430738,1
576-1,11027625,LAW,RQ,1,0.0,0.0,0,0,0.5,"JUVENILE LAW+ITS PROCESSES,CS+MTRLS",MCCARTHY,9780820558011,22,F,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,10986425,PHA,RQ,0,0.0,0.0,0,0,0.5,HUMAN ANAT.+PHYSIOLOGY,MARIEB,9780134580999,22,F,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,10919677,COUN,RQ,1,0.0,0.0,0,0,1.0,DIAG.+STAT.MAN.OF MENTAL DISORD.:DSM-5,AM.PSYCHIA.,9780890425558,21,F,0.4444527049840562,0,0.0,0.0,0.0,1
577-1,11032119,NURA,RQ,0,0.0,0.0,0,0,1.0,DOCUCARE-ACCESS (1 YEAR),LIPPINCOTT,9781451176698,22,W,0.4444527049840562,0,0.0,0.0,0.0,1
577-1,11056721,NURA,RQ,1,0.0,0.0,0,0,1.0,PUBL.MAN.OF AM.PSYCH.ASSOC. (PB),AM.PSYCH.ASSN.,9781433832161,24,F,0.4444527049840562,0,0.0,0.0,0.0,1
577-1,11009834,PHA,RQ,1,0.0,0.0,0,0,0.5,CONCEPTS IN CLINICAL PHARMACOKINETICS,SOUTHWOOD,9781585285914,22,W,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11024900,NUR,RQ,1,321.51,,0,0,1.0,FOCUS ON NURS.PHARMACOLOGY-COURSEPOINT,KARCH,9781975204990,23,F,0.60859311744196,1,321.51,195.66877318876456,125.84122681123544,1
8304-01-01 00:00:00,B0000072309,BUS,RQ,1,12.99,-6.522709776751348,0,0,1.0,DESIGN:VERY SHORT INTRODUCTION,HESKETT,9780192854469,21,F,0.6158105167897294,1,97.72000000000001,60.17700370069237,37.542996299307646,1
577-1,11051114,NURA,RQ,1,0.0,0.0,0,0,1.0,FOCUS ON NURS.PHARMACOLOGY-COURSEPOINT,KARCH,9781975204990,24,A,0.4444527049840562,0,0.0,0.0,0.0,1
577-1,11012301,ACC,RQ,1,0.0,0.0,0,0,0.5,SKILLS F/ACCOUNTING RESEARCH-W/ACCESS,COLLINS,9781618533159,22,W,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11011219,COUN,RQ,1,0.0,0.0,0,0,0.5,THEORY+PRAC.OF GROUP PSYCHOTHERAPY,YALOM,9781541617575,21,F,0.3231532598256984,0,0.0,0.0,0.0,1
8304-01-01 00:00:00,B0000070475,ENG,RQ,1,96.54,0.1499896415993371,0,0,1.0,HIST.OF WESTERN SOCIETY-COMB.VALUE ED.,WIESNER-HANKS,9781319112417,21,F,0.563144854193217,1,82.06,46.21166673509539,35.84833326490461,1
577-1,11008517,PHA,RQ,1,0.0,0.0,0,0,0.5,CONCEPTS IN CLINICAL PHARMACOKINETICS,SOUTHWOOD,9781585285914,22,W,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11037849,NURA,RQ,0,0.0,0.0,0,0,0.5,COMMUNITY+PUBLIC HLTH.NURS.-COURSEPT.+,DEMARCO,9781975132736,23,W,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11056832,EMAT,RQ,1,0.0,0.0,0,0,0.5,TEACHING IN MIDDLE+SECONDARY...(LOOSE),CARJUZAA,9780134069241,24,F,0.3231532598256984,0,0.0,0.0,0.0,1
8304-01-01 00:00:00,B0000082743,HEA,RQ,0,135.7,,0,0,1.0,HEALTH:THE BASICS..-MOD.MASTERINGHEALTH,DONATELLE,9780134842776,21,F,0.562584565159233,1,135.7,76.34272549210792,59.35727450789207,1
8304-01-01 00:00:00,B0000084495,HIS,RQ,1,,0.0,0,0,1.0,"TRADITIONS+ENCOUNTERS,VOL.1",BENTLEY,9781264088140,22,W,0.4444527049840562,0,,,,1
577-1,11033015,PHA,RQ,0,0.0,0.0,0,1,0.5,EBK GOODMAN+..PHARM.BASIS OF THERAPY,BRUNTON,9781259584749,22,W,0.1757463972616292,0,0.0,0.0,0.0,1
576-1,11036219,CHM,RQ,1,25.7,0.1501945525291828,0,0,1.0,LABORATORY NOTEBOOK,LAB-100-7GW,2818000018301,23,W,0.5771350136993175,1,21.840000000000003,12.604628699193096,9.235371300806907,1
577-1,11037677,BUS,RQ,1,0.0,0.0,0,0,0.5,FINANCIAL+MANAGERIAL...F/MBA'S-W/ACCESS,EASTON,9781618533593,22,A,0.3231532598256984,0,0.0,0.0,0.0,1
576-1,11013537,CHM,RQ,1,174.29,-0.1265132824602674,0,0,1.0,ORGANIC CHEMISTRY-PRINT COMP(LL)-W/CODE,KLEIN,9781119637608,21,F,0.5814227918066427,1,196.34,114.15655094331623,82.18344905668377,1
8304-01-01 00:00:00,B0000077041,HIS,RQ,1,133.57,0.1500336901998951,0,0,1.0,"GIVE ME LIBERTY!,VOL.1-W/ACCESS",FONER,9780393418088,21,F,0.5811913405480671,1,113.53,65.98265289242205,47.54734710757794,1
577-1,11054708,BUS,RQ,1,0.0,0.0,0,0,1.0,CAPSIM BUSINESS SIM.:CAPSTONE-ACCESS,CAPSIM,9781933681337,24,W,0.4444527049840562,0,0.0,0.0,0.0,1
576-1,11070415,LAW,RQ,0,0.0,0.0,0,0,0.5,BLUEBOOK:UNIFORM SYSTEM OF CITATION,HARV.LAW REV.,9780578666150,24,F,0.3231532598256984,0,0.0,0.0,0.0,1
8304-01-01 00:00:00,B0000072155,ENG,RQ,1,96.54,0.1499896415993371,0,0,1.0,HIST.OF WESTERN SOCIETY-COMB.VALUE ED.,WIESNER-HANKS,9781319112417,22,W,0.563144854193217,1,82.06,46.21166673509539,35.84833326490461,1
577-1,11032192,INFM,RQ,0,0.0,0.0,0,0,1.0,INFORMATION RISK MANAGEMENT,SUTTON,9781780172651,22,W,0.4444527049840562,0,0.0,0.0,0.0,1
577-1,11032088,PHA,RQ,0,0.0,0.0,0,1,0.5,EBK GOODMAN+..PHARM.BASIS OF THERAPY,BRUNTON,9781259584749,22,F,0.1757463972616292,0,0.0,0.0,0.0,1
577-1,11053133,MPH,RQ,0,0.0,0.0,0,0,0.5,SOCIAL INJUSTICE+PUBLIC HEALTH,LEVY,9780190914646,24,F,0.3231532598256984,0,0.0,0.0,0.0,1
8304-01-01 00:00:00,B0000093124,PSY,RQ,0,247.52,0.150008080155139,0,0,1.0,INTRO.TO PSYCHOLOGY:GATEWAYS...,COON,9781337565691,24,W,0.5621599612607819,1,210.39000000000001,118.27283424965592,92.1171657503441,1
577-1,10797812,NURA,RQ,1,0.0,0.0,0,0,1.0,DOCUCARE-ACCESS (1 YEAR),LIPPINCOTT,9781451176698,22,F,0.4444527049840562,0,0.0,0.0,0.0,1
576-1,10997183,LAW,RQ,0,0.0,0.0,0,0,0.5,"UNDERSTANDING CRIMINAL PROCEDURE,VOL.1",DRESSLER,9781531021535,24,F,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11029318,NUR,RQ,1,251.41,,0,0,1.0,DOCUCARE-ACCESS (18 MONTH),LIPPINCOTT,9781451191370,23,W,0.5669202697297349,1,251.41,142.52942501275263,108.88057498724736,1
576-1,11015825,BME,RQ,0,0.0,0.0,0,0,1.0,BIOFLUID MECHANICS:INTRODUCTION...,RUBENSTEIN,9780128180341,23,F,0.4444527049840562,0,0.0,0.0,0.0,1
8304-01-01 00:00:00,B0000084011,MTH,RQ,1,135.71,,0,0,1.0,DEVELOPMENTAL MATH-ENHANCED WEBASSIGN,WEBASSIGN,9781285857701,21,F,0.562584565159233,1,135.71,76.34835133775952,59.36164866224048,1
8304-01-01 00:00:00,B0000083430,SCI,RQ,1,173.32,0.1500115393491807,0,0,1.0,APPLICATIONS+INVEST.IN EARTH SCIENCE,TARBUCK,9780134746241,22,W,0.5665939390922272,1,147.32,83.47061910706691,63.849380892933084,1
577-1,11040854,NUR,RQ,0,342.86,0.5581286822609812,0,0,1.0,FUNDAMENTALS OF NURSING-COURSEPOINT+4.0,TAYLOR,9781975123901,22,F,0.6300814777166639,1,151.49999999999997,95.45734387407457,56.04265612592541,1
577-1,11029109,PHA,RQ,1,0.0,0.0,0,0,0.5,GOODMAN+..PHARM.BASIS OF THERAPEUTICS,BRUNTON,9781264258079,23,F,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11039279,MKT,RQ,1,0.0,0.0,0,1,1.0,EBK MARKETING,GREWAL,8220122841868,22,F,0.2533384118965479,0,0.0,0.0,0.0,1
577-1,11028349,NUR,RQ,1,231.74,0.149995684819194,0,0,1.0,SP 2023 BSN TRAD E-ONLY MERCER UNIV ATL,ELSEVIER,9780443169144,24,W,0.5717926050783166,1,196.98,112.6317073483268,84.34829265167319,1
577-1,11033391,PT,RQ,1,0.0,0.0,0,0,0.5,"ORTHOPAEDIC EXAM.,EVAL.,+INTERVENTION",DUTTON,9781260143874,23,W,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11054865,NURA,RQ,1,0.0,0.0,0,0,1.0,FUNDAMENTALS OF NURSING-COURSEPOINTPLUS,TAYLOR,9781975205263,23,F,0.4444527049840562,0,0.0,0.0,0.0,1
576-1,10953479,CHM,RQ,0,0.0,0.0,0,0,0.5,ORGANIC CHEM MODEL KIT,255904335,2818000012323,23,W,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11032398,BUS,RQ,1,0.0,0.0,0,0,1.0,HUMAN CAPITAL MANAGMENT,FLATWORLD,9781453336939,22,W,0.4444527049840562,0,0.0,0.0,0.0,1
577-1,11045608,DPH,RQ,0,0.0,0.0,0,1,0.5,EBK QUALITATIVE METHODS IN PUBLIC...,TOLLEY,9781118834657,23,A,0.1757463972616292,0,0.0,0.0,0.0,1
577-1,11029036,NURA,RQ,0,0.0,0.0,0,0,1.0,BRUNNER+.TXBK.OF MED.-SURG...-COURSEPT+,HINKLE,9781975186777,22,W,0.4444527049840562,0,0.0,0.0,0.0,1
577-1,11022498,BUS,RQ,1,0.0,0.0,0,1,1.0,EBK MANAGERS+LEGAL ENVIRONMENT,BAGLEY,8220106748176,21,F,0.2533384118965479,0,0.0,0.0,0.0,1
8304-01-01 00:00:00,B0000084384,ECO,RQ,1,325.52,0.1318505775374783,0,0,1.0,PRIN.OF MACROECONOMICS,MANKIW,9780357133491,22,W,0.582638010545308,1,282.6,164.65350178010405,117.94649821989599,1
577-1,11027650,BUS,RQ,1,0.0,0.0,0,0,1.0,ESSEN.OF MOD.BUS.STAT.W/MS.OFF..-ACC,ANDERSON,8220118189448,23,F,0.4444527049840562,0,0.0,0.0,0.0,1
576-1,11013108,CHM,RQ,0,0.0,0.0,0,0,1.0,ORGANIC CHEM MODEL KIT,255904335,2818000012323,21,F,0.4444527049840562,0,0.0,0.0,0.0,1
576-1,11014990,CHM,RQ,1,21.0,-10.19047619047619,0,0,0.5,LABORATORY NOTEBOOK 50 CARBONLESS SET,XANEDU,9781506647166,21,F,0.4135730961951515,0,235.0,97.1896776058606,137.8103223941394,1
577-1,11039328,BDA,RQ,1,0.0,0.0,0,0,1.0,PRINCIPLES OF ECONOMETRICS,HILL,9781118452271,22,F,0.4444527049840562,0,0.0,0.0,0.0,1
577-1,11028833,MPH,RQ,0,0.0,0.0,0,0,0.5,RESEARCH METH.IN OCCUPAT.EPIDEMIOLOGY,CHECKOWAY,9780195092424,23,A,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11028818,NURA,RQ,1,0.0,0.0,0,0,1.0,NURSING IN TODAY'S WORLD-COURSEPT.ENH.,STEGEN,9781975130480,22,A,0.4444527049840562,0,0.0,0.0,0.0,1
8304-01-01 00:00:00,B0000068822,ENG,RQ,0,96.54,0.1499896415993371,0,0,0.5,HIST.OF WESTERN SOCIETY-COMB.VALUE ED.,WIESNER-HANKS,9781319112417,21,F,0.4128226917265019,0,82.06,33.87623008307674,48.18376991692326,1
577-1,11027680,THPT,RQ,0,0.0,0.0,0,0,1.0,UPANISHADS,EASWARAN,9781586380212,22,F,0.4444527049840562,0,0.0,0.0,0.0,1
8304-01-01 00:00:00,B0000082571,REL,RQ,1,56.0,0.2412499999999999,0,0,1.0,WESTMINSTER GUIDE TO BOOKS OF BIBLE,RAMSAY,9780664253806,22,F,0.5668879561947343,1,42.49,24.087069258714262,18.40293074128574,1
577-1,11032974,NURA,RQ,1,0.0,0.0,0,0,1.0,PUBL.MAN.OF AM.PSYCH.ASSOC. (PB),AM.PSYCH.ASSN.,9781433832161,22,A,0.4444527049840562,0,0.0,0.0,0.0,1
8304-01-01 00:00:00,B0000069986,ENG,RQ,1,20.0,-0.4449999999999999,0,0,1.0,BLUE BOOK OF GRAMMAR+PUNCTUATION,KAUFMAN,9781119653028,22,F,0.5936602611126649,1,28.9,17.156781546156015,11.743218453843983,1
577-1,11039674,PT,RQ,1,0.0,0.0,0,0,0.5,GUIDE TO EVIDENCE-BASED PHYS..-W/ACCESS,JEWELL,9781284104325,23,A,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,10964922,NUR,RQ,0,320.0,,0,0,0.5,FOCUS ON NURS.PHARMACOLOGY-ACCESS,KARCH,9781975130527,21,F,0.4210043045810688,0,320.0,134.72137746594203,185.278622534058,1
8304-01-01 00:00:00,B0000084242,PSY,RQ,1,247.52,0.150008080155139,0,0,1.0,ABNORMAL PSYCHOLOGY+LIFE,KEARNEY,9781337098106,23,W,0.5621599612607819,1,210.39000000000001,118.27283424965592,92.1171657503441,1
8304-01-01 00:00:00,B0000090997,ART,RQ,1,18.98,-4.667544783983139,0,0,1.0,GESSO 8OZ.,1007827,2818440004551,24,F,0.5944972484585632,1,107.56999999999998,63.950069016687635,43.619930983312344,1
576-1,11028019,CHM,RQ,1,25.7,0.1501945525291828,0,0,1.0,LABORATORY NOTEBOOK,LAB-100-7GW,2818000018301,22,F,0.5771350136993175,1,21.840000000000003,12.604628699193096,9.235371300806907,1
577-1,11017283,PHA,RQ,0,0.0,0.0,0,0,0.5,PHARMACOTHERAPY:PATHOPHYSIOLOGIC APPR.,DIPIRO,9781260116816,21,F,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11056506,NUR,RQ,1,0.0,0.0,0,0,0.5,EVIDENCE-BASED PRAC....-W/POINT ACCESS,MELNYK,9781975185725,24,W,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11044705,PT,RQ,1,0.0,0.0,0,0,0.5,GUIDE TO EVIDENCE-BASED PHYS..-W/ACCESS,JEWELL,9781284247541,23,F,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11029911,PA,RQ,0,0.0,0.0,0,0,0.5,PATIENT HISTORY:EVIDENCE-BASED APPR.,HENDERSON,9780071624947,22,W,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11011457,BUS,RQ,0,0.0,0.0,0,1,0.5,EBK CB 8 >STUDENT ED<,BABIN,8220103771801,23,A,0.1757463972616292,0,0.0,0.0,0.0,1
8304-01-01 00:00:00,B0000086936,BIO,RQ,0,38.71,0.1500904159132007,0,0,1.0,BIOLOGY 111-LAB MANUAL,BETHEL UNIV.,9781975096564,23,F,0.5746296349467491,1,32.9,18.905314989748046,13.994685010251953,1
577-1,10176401,NUR,RQ,1,0.0,0.0,0,0,0.5,STRATEGIES F/THEORY CONSTR.IN NURSING,WALKER,9780134754079,22,A,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,10945440,BUS,RQ,1,0.0,0.0,0,0,0.5,ROI OF HUMAN CAPITAL,FITZ-ENZ,9780814436738,24,F,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,10692159,PHA,RQ,1,0.0,0.0,0,0,0.5,WHO MOVED MY CHEESE?,JOHNSON,9780091883768,23,F,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11033208,MKT,RQ,1,0.0,0.0,0,1,1.0,EBK MARKETING,GREWAL,8220122841868,22,F,0.2533384118965479,0,0.0,0.0,0.0,1
577-1,10910432,NURA,RQ,0,0.0,0.0,0,0,1.0,DOCUCARE-ACCESS (1 YEAR),LIPPINCOTT,9781451176698,23,W,0.4444527049840562,0,0.0,0.0,0.0,1
577-1,11030038,BUS,RQ,1,0.0,0.0,0,0,1.0,SILVER ETEXTBOOK-ONLINE ACCESS CARD,FLAT WORLD,9781453399262,24,F,0.4444527049840562,0,0.0,0.0,0.0,1
577-1,11029924,PT,RQ,1,0.0,0.0,0,0,0.5,GUCCIONE'S GERIATRIC PHYS....-W/ACCESS,AVERS,9780323609128,22,F,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11019039,PHA,RQ,0,0.0,0.0,0,0,0.5,COMMUNICATION SKILLS FOR PHARMACISTS,BERGER,9781582121321,22,F,0.3231532598256984,0,0.0,0.0,0.0,1
577-1,11032331,BUS,RQ,0,0.0,0.0,0,0,1.0,HBR'S 10 MUST READS ON INNOVATION,HARVARD BUS.,9781422189856,22,W,0.4444527049840562,0,0.0,0.0,0.0,1
576-1,11014507,CHM,RQ,1,25.7,0.1501945525291828,0,0,1.0,LABORATORY NOTEBOOK,LAB-100-7GW,2818000018301,24,W,0.5771350136993175,1,21.840000000000003,12.604628699193096,9.235371300806907,1
577-1,11036430,PA,RQ,1,0.0,0.0,0,1,0.5,"EBK CURRENT MED.DIAGNOSIS+TREATMENT,202",PAPADAKIS,9781264269396,23,A,0.1757463972616292,0,0.0,0.0,0.0,1
576-1,11024315,CHM,RQ,1,0.0,0.0,0,0,1.0,ASTRO OTG3001XTR GOGGLES,177245,2818000012019,22,W,0.4444527049840562,0,0.0,0.0,0.0,1
576-1,11013739,CHM,RQ,1,35.7,-4.499719887955181,0,0,1.0,MAKING THE CONNECTIONS 3,PADIAS,9780738074368,22,W,0.5889282486792942,1,196.33999999999997,115.6301723456926,80.70982765430738,1
577-1,10984880,MKT,RQ,1,193.13,,0,0,1.0,MARKETING-CONNECT ACCESS,GREWAL,9781264155798,23,F,0.5619762221755968,1,193.13,108.53446778877301,84.59553221122698,1
8304-01-01 00:00:00,B0000087069,REL,RQ,1,56.0,0.2412499999999999,0,0,1.0,WESTMINSTER GUIDE TO BOOKS OF BIBLE,RAMSAY,9780664253806,24,F,0.5668879561947343,1,42.49,24.087069258714262,18.40293074128574,1
576-1,11068243,LAW,RQ,0,0.0,0.0,0,1,0.5,EBK CASES+PROBLEMS IN CRIMINAL LAW,MOSKOVITZ,9781531023249,24,F,0.1757463972616292,0,0.0,0.0,0.0,1
8304-01-01 00:00:00,B0000085275,ART,RQ,0,0.0,0.0,0,0,1.0,XL SKETCHPAD WIRE BOUND 9X12,241018560,2818440002892,22,W,0.4444527049840562,0,0.0,0.0,0.0,1
577-1,11033055,BUS,RQ,0,0.0,0.0,0,0,0.5,MARKETING MANAGEMENT,KOTLER,9780133856460,21,F,0.3231532598256984,0,0.0,0.0,0.0,1
