sis_user_id,section_id,book_id_bn,term_code,term_year,part_time_job,family_annual_income,has_loan,has_scholarship,prefers_ebook,prefers_paperback,avg_books_per_semester,title,author,isbn,edition,cover_type,ebook_ind,has_free_resource,retail_new,retail_used,retail_new_rent,retail_used_rent,adoption_type,is_rental,student_full_part_time_status,credit_hours,included_in_course_fee,num_books_in_section,semester_num,has_course_fee,book_included_in_fee,student_num_terms,price_affordability_score,alternatives_available,matches_cover_pref,will_buy,buy_frac,College,Year,Semester,Department,Student_Status,Rental_to_Retail_Ratio,Arbitrage_Index,Wallet_Pressure_Score,Digital_Lock_Flag,Actual_Purchase_Flag
901802090,BN-249-1-570-F-23-104-11648,11037572,F,23,0,38166,1,1,1,1,8,EXCEPTIONAL LEARNERS-MYLAB EDUCATION,HALLAHAN,8220144564424.0,14TH 19,EP,1.0,1.0,0.0,0.0,0.0,0.0,FD,0.0,F,3.0,Y,2,6,1,1,3,381.66,1,0,0,0.0,eku,23,F,570,Full-Time,0.0,1.0,0.38166,1.0,0
901781320,BN-249-1-122-F-22-100-13165,844008737,F,22,1,36252,1,0,0,1,10,CHOICES AND CONNECTIONS (LL) EKU VE,MCCORNACK,9781319470593.0,3, ,0.0,1.0,0.0,0.0,0.0,0.0,RC,0.0,F,3.0,Y,2,3,0,0,2,362.52,1,0,1,0.5,eku,22,F,122,Full-Time,0.0,1.0,0.36252,0.0,1
5469542,BN-785-785-572-W-24-6400-RX1,8850495,W,24,0,76840,1,1,1,0,12,"CURRENT MED.DIAGNOSIS+TREATMENT,2024",PAPADAKIS,9781265556037.0,63RD 24,PB,0.0,0.0,0.0,0.0,0.0,0.0,RQ,0.0,F,8.0,N,2,10,0,0,7,768.4,0,0,0,0.1666666666666666,fiu,24,W,572,Full-Time,0.0,1.0,0.7684,0.0,0
N00212412,BN-261-1-265-W-23-214-WWP,6148947,W,23,0,42046,1,0,1,0,6,ELEMENTARY STATISTICS-MYLAB+ETEXT,TRIOLA,8220123161095.0,14TH 22,EP,1.0,0.0,124.99,124.99,124.99,124.99,FD,0.0,P,3.0,Y,2,7,1,1,8,336.39491159292743,1,0,0,0.0,nicholls,23,W,265,Part-Time,1.0,0.0,0.33639491159292745,1.0,0
B0000078829,BN-8304-1-864-W-22-313-1,2354595,W,22,0,43340,1,0,1,0,11,EBK STATISTICS F/PEOPLE WHO...STATISTIC,SALKIND,9781544381831.0,7TH 20,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,N,5,4,1,0,7,433.4,1,0,1,0.0769230769230769,betheltn,22,W,864,Full-Time,0.0,1.0,0.43339999999999995,1.0,1
6259158,BN-785-785-630-A-24-3013-RVAA,2429091,A,24,0,72934,1,0,1,1,13,EBK POLITICS  (38735),ARISTOTLE,8220108121236.0,95,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,P,3.0,Y,18,8,1,1,7,729.34,1,0,0,0.0,fiu,24,A,630,Part-Time,0.0,1.0,0.72934,1.0,0
6246933,BN-785-785-240-W-24-4806-U01,4225045,W,24,1,77149,1,1,1,1,9,"EBK ROBOTICS,VISION+CONTROL",CORKE,8220107215691.0,11,EB,1.0,0.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,N,7,10,1,0,10,771.49,1,0,0,0.0666666666666666,fiu,24,W,240,Full-Time,0.0,1.0,0.77149,1.0,0
6203652,BN-785-785-142-F-23-3540-U01,3741643,F,23,0,59028,1,0,1,0,7,EBK HYDROLOGY+HYDRAULIC SYSTEMS,GUPTA,8220108322817.0,4TH 17,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,5,6,1,1,8,590.28,1,0,0,0.1111111111111111,fiu,23,F,142,Full-Time,0.0,1.0,0.59028,1.0,0
901833952,BN-249-1-505-F-24-110-18822,7257899,F,24,1,35182,0,1,1,0,23,EBK WHAT DOES IT ALL MEAN?,NAGEL,9780199878888.0,87,EB,1.0,0.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,14,9,1,1,1,351.82,1,0,0,0.0434782608695652,eku,24,F,505,Full-Time,0.0,1.0,0.35181999999999997,1.0,0
972111,BN-749-1-360-W-24-240-A,2473978,W,24,1,38605,1,1,1,0,9,EBK HUMAN RESOURCE MANAGEMENT,VALENTINE,8220108116539.0,16TH 20,EB,1.0,0.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,5,10,1,1,4,386.05,1,0,0,0.0,niagara,24,W,360,Full-Time,0.0,1.0,0.38605,1.0,0
265717,BN-8255-1-495-F-23-312-W01,2354201,F,23,0,82420,1,0,1,0,8,LINEAR ALGEBRA+ITS APPLICATIONS,LAY,9780135851258.0,6TH 21,PR,0.0,1.0,0.0,0.0,0.0,0.0,RC,0.0,F,3.0,Y,7,6,1,1,8,824.2,1,0,0,0.0,morgan,23,F,495,Full-Time,0.0,1.0,0.8242,0.0,0
5276440,BN-785-785-77-A-22-6631-U01,6065816,A,22,0,83244,0,0,1,1,29,EBK WILLIAMS HEMATOLOGY,KAUSHANSKY,9781260464139.0,10TH 21,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,N,17,2,0,0,9,832.44,1,0,0,0.0833333333333333,fiu,22,A,77,Full-Time,0.0,1.0,0.8324400000000001,1.0,0
3728979,BN-789-1-30-F-21-350-OCA,1164696,F,21,0,106250,1,1,1,0,5,DATA STRUCTURES+ALG.ANAL.IN C++ (CLOTH),WEISS,9780132847377.0,4TH 14, ,0.0,1.0,0.0,0.0,0.0,0.0,RC,0.0,F,3.0,Y,3,1,1,1,5,1000.0,1,0,0,0.0909090909090909,ccis,21,F,30,Full-Time,0.0,1.0,1.0,0.0,0
6191336,BN-785-785-429-F-21-3707-RVH,2168132,F,21,0,82069,0,1,1,1,5,INCLUSIVE LEISURE SERVICES,DATTILO,9781571678690.0,4TH 17,PB,0.0,0.0,130.0,97.5,110.5,61.75,RQ,1.0,F,3.0,N,1,1,1,0,5,631.3,1,1,0,0.375,fiu,21,F,429,Full-Time,0.85,0.15000000000000002,0.6313,0.0,0
6204530,BN-785-785-19-F-23-3141-RVC,1928307,F,23,0,69437,1,1,1,1,15,EBK MARKET REVOLUTION IN AMERICA,LARSON,9780511699689.0,10,EB,1.0,0.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,N,10,6,1,0,7,694.37,1,0,0,0.0833333333333333,fiu,23,F,19,Full-Time,0.0,1.0,0.69437,1.0,0
6169076,BN-785-785-402-F-21-6216-RX01,1904029,F,21,0,79467,1,1,1,0,8,GLOBALIZATION,HEBRON,9781442258211.0,3RD 17,PB,0.0,0.0,0.0,0.0,0.0,0.0,RQ,0.0,F,3.0,N,2,1,0,0,5,794.67,0,0,1,0.2222222222222222,fiu,21,F,402,Full-Time,0.0,1.0,0.79467,0.0,1
366566,BN-8255-1-165-F-24-111-H03,844000746,F,24,0,72900,1,0,1,0,9,STARTING OUT WITH PYTHON-REVEL,GADDIS,9780137619153.0,6,AC,0.0,1.0,0.0,0.0,0.0,0.0,RQ,0.0,F,4.0,Y,1,9,1,1,1,729.0,1,0,1,0.1428571428571428,morgan,24,F,165,Full-Time,0.0,1.0,0.729,0.0,1
B0000087406,BN-8304-1-450-F-23-201-2,7211283,F,23,0,35694,1,0,1,0,12,HEALTH:THE BASICS..-MOD.MASTER.ACCE.,JUDGE,8220126469723.0,14TH 23,EP,1.0,0.0,118.74,118.74,118.74,118.74,FD,0.0,F,3.0,Y,9,6,1,1,5,300.60636685194544,1,0,0,0.0,betheltn,23,F,450,Full-Time,1.0,0.0,0.3006063668519454,1.0,0
6384675,BN-785-785-570-W-23-6436-RXFP,1666667,W,23,0,79970,0,1,1,0,6,PUBLIC SERVICE VALUES,BOX,9780765643650.0,15,PD,0.0,0.0,0.0,0.0,0.0,0.0,RQ,0.0,F,3.0,N,6,7,0,0,4,799.7,0,0,0,0.1538461538461538,fiu,23,W,570,Full-Time,0.0,1.0,0.7997000000000001,0.0,0
318515,BN-8255-1-495-W-23-109-W01,2213223,W,23,0,80914,1,1,1,0,9,USING+UNDERSTANDING MATH.(LL)-W/ACCESS,BENNETT,9780135256183.0,7TH 19,PB,0.0,0.0,207.13,0.0,186.4,0.0,FD,0.0,F,4.0,Y,2,7,1,1,6,390.6435571863081,0,0,0,0.0,morgan,23,W,495,Full-Time,0.8999179259402308,0.10008207405976921,0.3906435571863081,0.0,0
6337645,BN-785-785-93-A-23-4225-RVCC,3095065,A,23,0,75837,1,1,1,1,11,EBK SUCCESSFUL EXPERT TESTIMONY,HOUCK,8220109031374.0,5TH 18,EB,1.0,0.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,4,5,1,1,6,758.37,1,0,1,0.4615384615384615,fiu,23,A,93,Full-Time,0.0,1.0,0.75837,1.0,1
11052752,BN-576-1-235-F-23-130-2W1,5062485,F,23,1,73620,0,0,1,1,10,EBK EASY WRITER,LUNSFORD,8220108236459.0,7TH 19,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,P,3.0,Y,5,6,1,1,4,736.2,1,0,0,0.0526315789473684,mercer,23,F,235,Part-Time,0.0,1.0,0.7362000000000001,1.0,0
11054995,BN-576-1-141-F-23-420-001,2308928,F,23,0,76204,1,1,1,0,17,RACE AFTER TECHNOLOGY,BENJAMIN,9781509526406.0,19,PB,0.0,0.0,19.95,14.96,13.95,10.0,RQ,1.0,F,3.0,N,7,6,1,0,4,1000.0,1,0,0,0.0909090909090909,mercer,23,F,141,Full-Time,0.6992481203007519,0.3007518796992481,1.0,0.0,0
6239455,BN-785-785-120-F-22-4146-U01,5382647,F,22,1,67273,1,1,1,0,8,EBK ABNORMAL PSYCHOLOGY,BARLOW,8220112141848.0,8TH 18,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,2,3,0,0,8,672.73,1,0,0,0.0,fiu,22,F,120,Full-Time,0.0,1.0,0.67273,1.0,0
947809,BN-749-1-450-W-23-206-C,8765123,W,23,1,35790,1,0,1,1,7,SONS OF ISAN,REYLAND,9781945905049.0,17,PB,0.0,1.0,14.99,11.24,12.75,7.1,RQ,1.0,F,3.0,Y,4,7,1,1,6,1000.0,1,1,0,0.0,niagara,23,W,450,Full-Time,0.8505670446964643,0.14943295530353573,1.0,0.0,0
1108315,BN-91-1-89-W-22-420-MC01,6140004,W,22,0,40525,0,1,1,1,9,SPORT MARKETING-W/ACCESS,DEES,9781492594628.0,5TH 22,PB,0.0,0.0,168.16,0.0,125.3,97.2,RQ,1.0,F,3.0,Y,1,4,1,1,2,240.9907231208373,1,1,0,0.0,campbell,22,W,89,Full-Time,0.7451236917221694,0.2548763082778306,0.24099072312083727,0.0,0
3724282,BN-789-1-83-F-23-332-OCA,2249489,F,23,0,134730,1,0,1,1,6,EBK PRACTICE OF PUBLIC RELATIONS,SEITEL,9780134895505.0,14TH 20,EB,1.0,0.0,0.0,0.0,0.0,0.0,RQ,0.0,F,3.0,Y,1,6,1,1,6,1000.0,1,0,0,0.0,ccis,23,F,83,Full-Time,0.0,1.0,1.0,1.0,0
6185327,BN-785-785-573-W-23-3043L-RVD,800007670,W,23,0,76262,1,1,1,1,7,PCB 3043L-SIMBIO CODE-SPRING 2023,SIMBIO,2818000076707.0,W23,AC,0.0,0.0,51.43,0.0,0.0,0.0,RQ,0.0,F,1.0,N,1,7,1,0,6,1000.0,0,0,1,0.0909090909090909,fiu,23,W,573,Full-Time,0.0,1.0,1.0,0.0,1
6381421,BN-785-785-87-W-24-4310-U02,9386428,W,24,0,74925,0,1,1,1,10,EBK LEGAL ENVIRONMENT OF BUSINESS,CROSS,8220134355605.0,11TH 21,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,4,10,1,1,7,749.25,1,0,0,0.0,fiu,24,W,87,Full-Time,0.0,1.0,0.74925,1.0,0
901799866,BN-249-1-530-W-23-801-20920,7795652,W,23,1,38925,0,0,1,0,9,EBK MASTERING PUBLIC ADMINISTRATION,FRY,8220127562485.0,4TH 22,EB,1.0,0.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,N,17,7,0,0,4,389.25,1,0,1,0.3636363636363636,eku,23,W,530,Full-Time,0.0,1.0,0.38925,1.0,1
6170116,BN-784-23-112-A-24-1046-B51A,6272070,A,24,1,73242,0,1,1,0,9,CHEMISTRY:ATOMS FIRST-CONNECT ACCESS,BURDGE,8220123802073.0,4TH 21,EP,1.0,0.0,137.59,137.59,137.59,137.59,FD,0.0,P,3.0,Y,4,8,1,1,9,532.3206628388691,1,0,0,0.0,fiu,24,A,112,Part-Time,1.0,0.0,0.5323206628388691,1.0,0
1144074,BN-91-1-27-F-21-285L-MC06,844000293,F,21,0,39481,1,1,1,0,15,DISSECTING KIT,161207,2818440002939.0, , ,0.0,0.0,0.0,0.0,0.0,0.0,RQ,0.0,F,0.0,Y,4,1,1,1,7,394.81,0,0,0,0.0,campbell,21,F,27,Full-Time,0.0,1.0,0.39481,0.0,0
6063441,BN-785-785-671-W-22-5937-U03,4471830,W,22,0,74763,1,0,1,0,19,EBK CHASING RELIGION IN THE CARIBBEAN,MARINA,8220116633660.0,16,EB,1.0,0.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,N,15,4,0,0,4,747.63,1,0,0,0.1904761904761904,fiu,22,W,671,Full-Time,0.0,1.0,0.74763,1.0,0
748999,BN-91-1-130-W-22-222-OL50,2345011,W,22,1,29311,1,0,1,1,7,"AMERICAN PROMISE,VOL.2:FROM 1865",ROARK,9781319208905.0,8TH 20,PB,0.0,0.0,116.97,87.73,99.4,55.55,RQ,1.0,P,3.0,Y,1,4,1,1,7,250.5856202445072,1,1,0,0.0,campbell,22,W,130,Part-Time,0.8497905445840814,0.15020945541591857,0.2505856202445072,0.0,0
6089426,BN-785-785-421-F-22-5700-U01,5006878,F,22,0,82724,0,0,1,0,8,"PROSSER,WADE+SCHWARTZ'S TORTS",SCHWARTZ,9781684674077.0,14TH 21, ,0.0,1.0,0.0,0.0,0.0,0.0,RQ,0.0,F,4.0,N,1,3,0,0,9,827.24,1,0,0,0.0,fiu,22,F,421,Full-Time,0.0,1.0,0.82724,0.0,0
6252559,BN-785-785-453-W-24-4600-U01,9396866,W,24,0,88434,1,1,1,1,12,INTERNATIONAL MANAGEMENT-CONNECT,LUTHANS,9781265804732.0,12TH 24,AC,0.0,1.0,202.86,0.0,0.0,0.0,FD,0.0,F,3.0,Y,1,10,1,1,7,435.9361135758651,1,0,0,0.0,fiu,24,W,453,Full-Time,0.0,1.0,0.4359361135758651,0.0,0
1166190,BN-91-1-70-W-22-221-OL01,5977218,W,22,0,36572,1,0,1,0,8,EBK TEACHING IN RURAL PLACES,AZANO,8220122583676.0,21,EB,1.0,0.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,8,4,1,1,8,365.72,1,0,0,0.0625,campbell,22,W,70,Full-Time,0.0,1.0,0.36572000000000005,1.0,0
6519317,BN-785-785-186-F-24-6250-RXDA,11216809,F,24,1,83550,1,0,1,0,28,DEVELOPING THE CURRICULUM(PEARSON+),OLIVA,8220145120032.0,9TH 19,EP,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,N,9,9,0,0,1,835.5,1,0,0,0.7857142857142857,fiu,24,F,186,Full-Time,0.0,1.0,0.8355,1.0,0
6196513,BN-785-785-669-F-21-3075-RVC,1979721,F,21,1,73008,1,0,1,1,5,"ANTHRO.OF RELIGION,MAGIC+WITCHCRAFT",STEIN,9781138692527.0,4TH 17,PB,0.0,1.0,115.0,86.25,80.3,55.0,RQ,1.0,F,3.0,Y,2,1,1,1,7,634.8521739130434,1,1,0,0.0909090909090909,fiu,21,F,669,Full-Time,0.6982608695652174,0.3017391304347826,0.6348521739130434,0.0,0
1129851,BN-91-1-165-F-22-121-MC01,125954,F,22,0,39833,1,0,1,1,20,SYMPOSIUM,PLATO,9780872200760.0,89,PB,0.0,0.0,11.0,8.25,8.05,5.5,RQ,1.0,F,3.0,Y,8,3,1,1,4,1000.0,1,1,0,0.0,campbell,22,F,165,Full-Time,0.7318181818181819,0.2681818181818181,1.0,0.0,0
901787139,BN-249-1-535-F-22-200-13233,7697142,F,22,1,32724,0,1,1,0,18,PSYCHOLOGICAL SCIENCE-REG.ACCESS,PHELPS,9780393884920.0,7TH 22,AC,0.0,0.0,74.29,0.0,0.0,0.0,FD,0.0,F,3.0,Y,3,3,0,0,2,440.4899717324,0,0,1,0.4545454545454545,eku,22,F,535,Full-Time,0.0,1.0,0.4404899717324,0.0,1
1080223,BN-91-1-89-F-24-325-MC01,6182567,F,24,0,41202,1,1,1,0,14,EBK BASIC BIOMECHANICS,HALL,8220123325237.0,9TH 22,EB,1.0,0.0,0.0,0.0,0.0,0.0,EO,0.0,P,3.0,N,5,9,1,0,7,412.02,1,0,0,0.064516129032258,campbell,24,F,89,Part-Time,0.0,1.0,0.41202,1.0,0
6290086,BN-785-785-441-F-23-1105-U03,6148968,F,23,0,74531,1,0,1,0,6,ALGEBRA+TRIGONOMETRY-MYLAB-ACCESS,BLITZER,8220123161040.0,7TH 22,EP,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,P,3.0,N,2,6,1,0,7,745.31,1,0,0,0.0,fiu,23,F,441,Part-Time,0.0,1.0,0.7453099999999999,1.0,0
901742041,BN-249-1-580-F-23-101-13958,3074647,F,23,0,40358,1,0,0,0,11,EBK PUNTOS DE PARTIDA,DORWICK,8220111404777.0,LATEST,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,5,6,1,1,3,403.58,1,0,0,0.25,eku,23,F,580,Full-Time,0.0,1.0,0.40358,1.0,0
901801921,BN-249-1-627-F-23-201-11348,8265065,F,23,1,34138,1,1,1,0,15,"GENDERED VOICES,FEMINIST VISIONS",SHAW,8220128412581.0,8TH 22,EE,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,4,6,1,1,1,341.38,1,0,0,0.0,eku,23,F,627,Full-Time,0.0,1.0,0.34138,1.0,0
N00352855,BN-261-1-45-F-24-204-3R,1951678,F,24,0,41521,0,0,1,0,15,EBK MICROBIOLOGY:LAB.THEORY+APPL.,LEBOFFE,8220103435611.0,4TH 15,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,1.0,Y,8,9,1,1,5,415.21,1,0,0,0.05,nicholls,24,F,45,Full-Time,0.0,1.0,0.41520999999999997,1.0,0
11024101,BN-576-1-428-W-22-154B-001,737253,W,22,0,78247,1,1,1,1,25,LIEDER ANTHOLOGY:LOW VOICE,SAYA,9780634060304.0,03,PB,0.0,0.0,22.99,17.24,19.15,9.9,RQ,1.0,F,1.0,Y,11,4,1,1,3,1000.0,1,1,0,0.0,mercer,22,W,428,Full-Time,0.8329708568943018,0.16702914310569816,1.0,0.0,0
6390247,BN-785-785-111-W-24-2211-U02,7462742,W,24,0,68639,1,1,1,1,11,EBK ORGANIC CHEMISTRY,SOLOMONS,8220127322010.0,13TH 22,EB,1.0,1.0,51.0,51.0,51.0,51.0,FD,0.0,F,3.0,N,2,10,1,0,4,1000.0,1,0,0,0.3888888888888889,fiu,24,W,111,Full-Time,1.0,0.0,1.0,1.0,0
6403465,BN-785-785-111-F-23-1045-RVD,2042851,F,23,0,84102,1,1,0,0,12,TOP HAT ACCESS CARD (OER) (1 SEMESTER),TOP HAT,9780986615108.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,FD,0.0,F,3.0,Y,2,6,1,1,4,841.02,0,0,1,0.1904761904761904,fiu,23,F,111,Full-Time,0.0,1.0,0.84102,0.0,1
6144327,BN-784-23-459-F-22-4354-B51,4996827,F,22,0,83281,1,1,1,0,7,EBK POISED FOR SUCCESS,WHITMORE,9781429989763.0,11,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,7,3,1,1,5,832.81,1,0,0,0.0,fiu,22,F,459,Full-Time,0.0,1.0,0.8328099999999999,1.0,0
901713020,BN-249-1-475-F-23-114-13578,7909186,F,23,1,36525,1,1,1,1,10,EBK MOSBY'S GUIDE TO NURSING DIAGNOSIS,LADWIG,8220127968676.0,7TH 22,EB,1.0,0.0,0.0,0.0,0.0,0.0,EO,0.0,P,5.0,Y,18,6,1,1,5,365.25,1,0,0,0.0,eku,23,F,475,Part-Time,0.0,1.0,0.36525,1.0,0
6349891,BN-785-785-261-F-22-6316-RXW,1871188,F,22,0,76908,1,1,1,1,9,OPERATIONS RESEARCH-W/ACCESS,TAHA,9780134444017.0,10TH 17, ,0.0,1.0,0.0,0.0,0.0,0.0,RQ,0.0,F,3.0,N,2,3,0,0,3,769.08,1,0,0,0.3333333333333333,fiu,22,F,261,Full-Time,0.0,1.0,0.76908,0.0,0
6229082,BN-785-785-129-F-22-4604-RVC,995233,F,22,0,68688,1,1,1,0,2,ADVANCED PROG.IN UNIX ENVIRONMENT (PB),STEVENS,9780321637734.0,3RD 13,PD,0.0,1.0,69.99,52.49,51.1,35.0,RQ,1.0,P,3.0,N,1,3,1,0,8,981.3973424774967,1,0,0,0.0,fiu,22,F,129,Part-Time,0.7301043006143736,0.2698956993856264,0.9813973424774968,0.0,0
901762491,BN-249-1-540-F-24-275-18490,6051699,F,24,0,38513,0,0,1,1,14,INTRO.TO PUBLIC RELATIONS,PAGE,9781544392004.0,2ND 21,PB,0.0,0.0,183.0,137.25,91.25,62.5,RQ,1.0,F,3.0,Y,5,9,1,1,7,210.45355191256832,1,1,0,0.0625,eku,24,F,540,Full-Time,0.49863387978142076,0.5013661202185793,0.21045355191256832,0.0,0
5870460,BN-785-785-102-W-22-4605-U01,9389903,W,22,0,63030,1,0,1,0,10,EBK STEEL DESIGN,SEGUI,8220134358934.0,6TH 18,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,N,6,4,1,0,2,630.3,1,0,0,0.2857142857142857,fiu,22,W,102,Full-Time,0.0,1.0,0.6303,1.0,0
901783800,BN-249-1-80-F-22-111-11027,7466009,F,22,0,40969,1,1,1,0,14,BIOLOGY  -CONNECT ACCESS,RAVEN,9781264408788.0,13TH 23,AC,0.0,0.0,208.57,0.0,0.0,0.0,FD,0.0,F,4.0,Y,2,3,0,0,5,196.4280577264228,0,0,0,0.0,eku,22,F,80,Full-Time,0.0,1.0,0.1964280577264228,0.0,0
1188266,BN-91-1-27-W-24-111-MC01,2280174,W,24,0,43071,1,1,1,1,28,EBK BIOLOGY:LIFE ON EARTH,AUDESIRK,9780135433454.0,12TH 20,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,4.0,Y,5,10,1,1,3,430.71,1,0,0,0.0416666666666666,campbell,24,W,27,Full-Time,0.0,1.0,0.43071,1.0,0
11026498,BN-576-1-10-F-22-204-003,800001471,F,22,0,64343,1,0,1,0,9,USING FINANCIAL (LL) BUNDLEW/CENGAGE NO,PORTER,9781337491464.0,10, ,0.0,0.0,245.36,184.02,0.0,0.0,RQ,0.0,F,3.0,Y,1,3,1,1,8,262.23915878708834,0,0,0,0.0,mercer,22,F,10,Full-Time,0.0,1.0,0.26223915878708837,0.0,0
11022547,BN-576-1-281-W-22-200-006,2124084,W,22,1,72951,1,1,1,0,12,INTRO.TO GLOBAL HEALTH-W/ACCESS,JACOBSEN,9781284123890.0,3RD 19,PB,0.0,0.0,96.37,0.0,0.0,0.0,RQ,0.0,F,3.0,N,1,4,1,0,5,756.9886894261699,0,0,1,0.3846153846153846,mercer,22,W,281,Full-Time,0.0,1.0,0.7569886894261699,0.0,1
11026365,BN-576-1-240-W-24-362-006,6178257,W,24,0,75161,0,0,1,0,6,FUND.OF FINANCIAL MGMT:CONCISE-MINDT,BRIGHAM,8220123301231.0,11TH 22,EP,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,Y,1,10,1,1,8,751.61,1,0,0,0.0,mercer,24,W,240,Full-Time,0.0,1.0,0.75161,1.0,0
901732504,BN-249-1-230-F-21-101RZ-14674,6553231,F,21,1,49685,1,0,1,1,9,LANGUAGE AWARENESS-PACKAGE,ESCHHOLZ,9781319392734.0,13TH 20,PB,0.0,0.0,102.86,77.15,0.0,0.0,FD,0.0,F,4.0,Y,1,1,0,0,4,483.03519346684817,0,1,1,0.3125,eku,21,F,230,Full-Time,0.0,1.0,0.48303519346684815,0.0,1
11049358,BN-576-1-492-W-24-170-002,899778,W,24,1,71172,1,1,1,1,14,QUR'AN,HALEEM,9780199535958.0,(REV)10,PB,0.0,0.0,12.95,9.71,9.45,6.5,RQ,1.0,F,3.0,Y,7,10,1,1,3,1000.0,1,1,0,0.0,mercer,24,W,492,Full-Time,0.7297297297297297,0.2702702702702703,1.0,0.0,0
6333301,BN-785-785-748-F-22-6257-U01,7801278,F,22,0,68399,1,1,0,0,2,TRAFFIC ENGINEERING (PEARSON+),ROESS,8220127604659.0,5TH 19,EP,1.0,0.0,0.0,0.0,0.0,0.0,EO,0.0,F,3.0,N,3,3,0,0,9,683.99,1,0,0,0.0,fiu,22,F,748,Full-Time,0.0,1.0,0.68399,1.0,0
6403400,BN-785-785-129-F-24-4338-RVF,1865044,F,24,1,67424,1,0,1,0,8,EBK C PROGRAMMING LANGUAGE (ANSI C),KERNIGHAN,9780133086218.0,2ND 88,EB,1.0,1.0,0.0,0.0,0.0,0.0,EO,0.0,P,3.0,Y,4,9,1,1,3,674.24,1,0,0,0.0,fiu,24,F,129,Part-Time,0.0,1.0,0.6742400000000001,1.0,0
1156242,BN-91-1-75-W-22-205-MC01,2086638,W,22,0,39697,0,0,1,0,16,"NORT.ANTH.OF WORLD.LIT.,SHORTER,VOL.1",PUCHNER,9780393602876.0,4TH 19,PB,0.0,1.0,83.2,62.4,60.75,41.6,RQ,1.0,F,3.0,Y,4,4,1,1,7,477.1274038461538,1,0,0,0.125,campbell,22,W,75,Full-Time,0.7301682692307692,0.26983173076923084,0.4771274038461538,0.0,0
6432278,BN-785-785-615-A-24-6165C-U01C,9335730,A,24,1,75323,1,1,1,0,18,NETTER'S NEUROSCIENCE COLOR...-W/ACCESS,FELTEN,9780443117312.0,2ND 24,PB,0.0,0.0,0.0,0.0,0.0,0.0,RQ,0.0,F,3.0,N,7,8,0,0,4,753.23,0,0,1,0.3333333333333333,fiu,24,A,615,Full-Time,0.0,1.0,0.7532300000000001,0.0,1
1142709,BN-784-23-252-F-23-4324-B51,868509,F,23,1,53466,1,1,1,1,5,SHAKESPEARE+FILM,CROWL,9780393927658.0,08,PB,0.0,0.0,42.82,32.12,36.15,18.7,RQ,1.0,P,3.0,N,13,6,1,0,3,1000.0,1,1,1,0.6153846153846154,fiu,23,F,252,Part-Time,0.844231667445119,0.15576833255488098,1.0,0.0,1
6345608,BN-785-785-486-W-24-3123-RVE,7014773,W,24,0,62794,1,0,1,0,8,AP STYLEBOOK ONLINE 2022-2024,ASSOC.PRESS,9781541601659.0,56TH 22,PB,0.0,0.0,0.0,0.0,0.0,0.0,RC,0.0,F,3.0,Y,8,10,1,1,7,627.94,0,0,0,0.0,fiu,24,W,486,Full-Time,0.0,1.0,0.62794,0.0,0
6313640,BN-785-785-111-W-23-1046L-U12,6609032,W,23,0,66815,1,0,1,1,9,CHEMISTRY VIRTUAL LABS-CONNECT ACCESS,MCGRAW HILL,9781265639600.0,20,AC,0.0,0.0,62.14,0.0,0.0,0.0,FD,0.0,F,1.0,Y,4,7,1,1,10,1000.0,0,0,0,0.0,fiu,23,W,111,Full-Time,0.0,1.0,1.0,0.0,0
